date,abstract,lead.paragraph,snippet,section.name,subsection.name,news.desk,byline,headline.main,headline.print,headline.kicker,material,url,,,
11/13/2021,How 2021’s echoes of the 1970s are making politics easy for Republicans.,"For a long time, longer than I’ve held this job, my advice to Republican politicians and policymakers has been consistent: It isn’t the 1970s or 1980s anymore. The ideas associated with Ronald Reagan’s ascent to power, forged in an era of Cold War and high crime rates, stagflation and sexual revolution, were responses to crises and challenges decades in the past, and the G.O.P. was doomed to cycles of failure until it devised an agenda more fitted to the times.",How 2021’s echoes of the 1970s are making politics easy for Republicans.,Opinion,NA,OpEd,By Ross Douthat,Can Reaganism Rise Again?,Can Reaganism Rise Again?,Ross Douthat,Op-Ed,https://www.nytimes.com/2021/11/13/opinion/can-reaganism-rise-again.html,,,
11/6/2021,Out of chaos comes just more chaos.,"WASHINGTON — In Shakespeare, when characters want to fulfill their desires, they escape to what’s been called the Green World.",Out of chaos comes just more chaos.,Opinion,Sunday Review,Editorial,By Maureen Dowd,Wokeness Derails the Democrats,A Woke-Up Call for Democrats,Maureen Dowd,Op-Ed,https://www.nytimes.com/2021/11/06/opinion/sunday/democrats-elections.html,,,
9/10/2021,National trauma often leads to great accomplishments — but not always.,The great crises in U.S. history have often inspired the country to great accomplishments.,National trauma often leads to great accomplishments — but not always.,Briefing,NA,NYTNow,By David Leonhardt,A Missing Legacy,NA,The Morning Newsletter,briefing,https://www.nytimes.com/2021/09/10/briefing/september-11-biden-vaccine-mandate.html,,,
10/6/2021,"As a humanitarian crisis grows on Poland’s border, where the government has taken a hard line on migrants, one father had to decide whether to save an ailing baby girl and risk being expelled.",[Read our latest coverage of the crisis at the Poland and Belarus border.],"As a humanitarian crisis grows on Poland’s border, where the government has taken a hard line on migrants, one father had to decide whether to save an ailing baby girl and risk being expelled.",World,Europe,Foreign,By Andrew Higgins,An Asylum Seeker’s Wrenching Choice: Stay on the Run or Save His Child’s Life,Asylum Seeker’s Choice: Save His Ailing Child or Stay on the Run,NA,News,https://www.nytimes.com/2021/10/06/world/europe/poland-belarus-border-crisis.html,,,
9/22/2021,Some parents are hesitant to vaccinate 5-11-year-olds.,"Today, we’re covering a coming fight over vaccines for young children, test-to-stay programs and social media advice for parents.",Some parents are hesitant to vaccinate 5-11-year-olds.,U.S.,NA,NYTNow,By Amelia Nierenberg,Vaccines for Young Kids?,NA,Education Briefing,News,https://www.nytimes.com/2021/09/22/us/vaccines-for-young-kids.html,,,
9/22/2021,President Biden at the U.N.,"In his debut address at the U.N. yesterday, President Biden called for “relentless diplomacy” on climate change, the pandemic and efforts to blunt the expanding influence of autocratic nations like China and Russia. “Our security, our prosperity and our very freedoms are interconnected, in my view, as never before,” he said.",President Biden at the U.N.,Briefing,NA,NYTNow,By Natasha Frost,Your Wednesday Briefing,NA,NA,briefing,https://www.nytimes.com/2021/09/22/briefing/biden-united-nations-afd.html,,,
9/9/2021,"After 20 years of war, a correspondent looks back.","Shortly after the attacks of Sept. 11, an English teacher in central Washington State assigned her eighth and ninth graders to write poems based on the lead article in The Times. The teacher, Tammy Grubb, said her intention was to give the students a way to process their feelings. The poems were posted in the school hallway and then, since my byline was on the article, Ms. Grubb sent them to me, 77 of them.","After 20 years of war, a correspondent looks back.",Opinion,NA,Editorial,By Serge Schmemann,I Wrote the Lead Times Article on 9/11. Here’s What Still Grips Me.,I Wrote the Lead Times Article on 9/11. Here’s What Still Grips Me.,Serge schmemann,Op-Ed,https://www.nytimes.com/2021/09/09/opinion/911-terrorism-anniversary.html,,,
9/29/2021,A looming ‘self-inflicted’ financial crisis.,"Janet Yellen, the U.S. treasury secretary, warned U.S. lawmakers of “catastrophic” consequences if Congress failed to raise or suspend the statutory debt limit before Oct. 18, saying inaction could lead to a self-inflicted economic recession and a financial crisis.",A looming ‘self-inflicted’ financial crisis.,Briefing,NA,NYTNow,By Natasha Frost,Your Wednesday Briefing,NA,NA,briefing,https://www.nytimes.com/2021/09/29/briefing/debt-ceiling-brexit-shortages.html,,,
9/6/2021,Sights from Tokyo as the Games wrapped up.,TOKYO — The second and final week of the Paralympics produced some particularly moving moments.,Sights from Tokyo as the Games wrapped up.,Sports,Olympics,Sports,By Chang W. Lee and Gwen Knapp,The Moving Moments as the Paralympics Ended,Athletes Savor Moving Moments As Games Wrap Up,NA,News,https://www.nytimes.com/2021/09/06/sports/olympics/tokyo-paralympics-olympics-photos.html,,,
9/16/2021,The conversation largely focused on advancing the president’s $3.5 trillion economic package.,President Biden spoke with Democratic leaders on Thursday as lawmakers raced to iron out deep divisions over how to structure and finance his $3.5 trillion economic package and stave off a government shutdown at the end of the month.,The conversation largely focused on advancing the president’s $3.5 trillion economic package.,U.S.,Politics,Washington,By Emily Cochrane,Biden speaks with Democratic leaders as key policy deadlines loom.,NA,NA,News,https://www.nytimes.com/2021/09/16/us/politics/biden-pelosi-schumer.html,,,
11/10/2021,"Ms. Yousafzai, a Pakistani activist and the youngest-ever recipient of a Nobel Peace Prize, married her partner at a small ceremony in Birmingham, England, she said on Twitter.","Malala Yousafzai, who at 17 became the youngest-ever Nobel Peace Prize laureate, was married in England on Tuesday, more than nine years after she was shot in the head by the Taliban as a teenager.","Ms. Yousafzai, a Pakistani activist and the youngest-ever recipient of a Nobel Peace Prize, married her partner at a small ceremony in Birmingham, England, she said on Twitter.",World,Europe,Express,By Alyssa Lukpat,Malala Yousafzai Announces Her Marriage,Nobel Peace Laureate Announces Marriage,NA,News,https://www.nytimes.com/2021/11/09/world/europe/malala-yousafzai-married.html,,,
10/30/2021,"The Group of 20 aims to unite world leaders around shared economic, political and health challenges. It also serves as an all-purpose jamboree of diplomatic activity.","The annual Group of 20 summit meeting, which brings together President Biden and other world leaders, is intended to foster global economic cooperation. But with so many top officials in one place, it also serves as an all-purpose jamboree of nonstop formal and informal diplomatic activity.","The Group of 20 aims to unite world leaders around shared economic, political and health challenges. It also serves as an all-purpose jamboree of diplomatic activity.",World,NA,Foreign,By Michael Crowley,What is the G20?,NA,NA,News,https://www.nytimes.com/2021/10/30/world/what-is-the-g20.html,,,
9/6/2021,Almost 70 athletes from 35 countries competed in Tokyo as the sport made its Paralympic debut.,"Taekwondo, the Korean martial art that features a dazzling array of spinning and chopping kicks, made its Paralympic debut in Japan. The Games ended on Sunday, with 68 athletes from 35 countries competing in taekwondo under the klieg lights at a large convention hall just outside Tokyo.",Almost 70 athletes from 35 countries competed in Tokyo as the sport made its Paralympic debut.,Sports,Olympics,Sports,By Motoko Rich and Chang W. Lee,Taekwondo Takes Its First Spin at the Paralympics,NA,NA,News,https://www.nytimes.com/2021/09/05/sports/olympics/paralympics-taekwondo-tokyo-photo.html,,,
11/23/2021,"Three new books examine the truths and myths surrounding the Spartans, the Vikings and the Spanish conquistadors.","Three new books scrutinize the reputations of some legendary warrior groups — the Spartans, the Vikings and the Spanish conquistadors.","Three new books examine the truths and myths surrounding the Spartans, the Vikings and the Spanish conquistadors.",Books,Book Review,BookReview,By Thomas E. Ricks,Warriors of History and Legend,Warriors of Legend,nonfiction,Review,https://www.nytimes.com/2021/11/23/books/review/myke-cole-the-bronze-lie.html,,,
11/17/2021,The situation at the Belarus-Poland border is unlike recent immigration crises.,"A crowd of migrants trying to cross a border has come to seem appallingly familiar in recent years. We have seen masses of desperate people seek refuge in strange lands: Syrians escaping civil war, the Rohingya brutally driven from Myanmar, Afghans fleeing Taliban rule.",The situation at the Belarus-Poland border is unlike recent immigration crises.,Briefing,NA,NYTNow,By Richard Pérez-Peña,A Border Crisis,NA,The Morning Newsletter,briefing,https://www.nytimes.com/2021/11/17/briefing/poland-belarus-border-crisis.html,,,
9/2/2021,Remnants of Hurricane Ida barreled into the New York City region. And what happens when climate change comes to a small Southern town.,"Fair Bluff is a small North Carolina town in an idyllic setting, amid cornfields and tobacco fields and alongside the verdant Lumber River. But Fair Bluff’s setting may also be dooming the town.",Remnants of Hurricane Ida barreled into the New York City region. And what happens when climate change comes to a small Southern town.,Briefing,NA,NYTNow,By David Leonhardt,Climate Bankruptcy,NA,The Morning Newsletter,briefing,https://www.nytimes.com/2021/09/02/briefing/extreme-weather-ida-climate-bankruptcy.html,,,
9/16/2021,The reaction signals a widening rift among Western allies over China. French officials accused President Biden of acting like his predecessor.,"PARIS — President Biden’s announcement of a deal to help Australia deploy nuclear-powered submarines has strained the Western alliance, infuriating France and foreshadowing how the conflicting American and European responses to confrontation with China may redraw the global strategic map.",The reaction signals a widening rift among Western allies over China. French officials accused President Biden of acting like his predecessor.,World,Europe,Foreign,By Roger Cohen,"In Submarine Deal With Australia, U.S. Counters China but Enrages France",U.S. Defense Pact With Australia Enrages France,NA,News,https://www.nytimes.com/2021/09/16/world/europe/france-australia-uk-us-submarines.html,,,
12/29/2021,Omicron marches on.,"The highly transmissible Omicron variant of the coronavirus, first detected last month, has swept across the world, infecting millions of people and proving too fast to catch, even in nations with high vaccination rates.",Omicron marches on.,Briefing,NA,NYTNow,By Natasha Frost,Your Wednesday Briefing,NA,NA,briefing,https://www.nytimes.com/2021/12/28/briefing/omicron-russia-human-rights.html,,,
11/12/2021,"The vice president met with President Emmanuel Macron of France, skirting recent U.S.-French tensions, and immersed herself in issues like Libya and cybersecurity.","PARIS — Vice President Kamala Harris spent hours talking with Emmanuel Macron, the French president, managing to skirt a recent diplomatic rift between the two allies over an Australian submarine deal. She attended a conference on promoting democratic elections in Libya. And she secured a commitment for the United States to join a nonbinding international declaration to protect civilians against cyberattacks.","The vice president met with President Emmanuel Macron of France, skirting recent U.S.-French tensions, and immersed herself in issues like Libya and cybersecurity.",U.S.,Politics,Foreign,By Katie Rogers and Zolan Kanno-Youngs,"In France, Kamala Harris Searches for Role on Global Stage","In Talks With Macron, the U.S. Vice President Asserts Herself as a Diplomatic Asset",NA,News,https://www.nytimes.com/2021/11/12/us/politics/kamala-harris-macron-france.html,,,
9/20/2021,"The approach essentially dares Republicans to follow through on their threats to oppose increasing the debt limit, by coupling it with urgently needed federal spending.","WASHINGTON — Top congressional Democrats announced on Monday that they would tack a measure lifting the federal borrowing limit through the end of 2022 onto a bill to keep the government funded through December, escalating a brewing showdown with Republicans who have vowed to oppose legislation needed to avert a fiscal catastrophe.","The approach essentially dares Republicans to follow through on their threats to oppose increasing the debt limit, by coupling it with urgently needed federal spending.",U.S.,Politics,Washington,By Emily Cochrane,"Democrats to Pair Spending Bill With Raising Debt Ceiling, Pressuring G.O.P.",Spending Bill to Be Tied to Debt Ceiling,NA,News,https://www.nytimes.com/2021/09/20/us/politics/debt-ceiling-democrats-republicans.html,,,
12/15/2021,Lawmakers in both parties linked arms in an overwhelming vote authorizing an increase in the Pentagon’s budget of roughly $24 billion more than President Biden requested.,"WASHINGTON — The Senate passed a $768 billion defense bill on Wednesday, sending legislation to President Biden that will increase the Pentagon’s budget by roughly $24 billion more than he requested.",Lawmakers in both parties linked arms in an overwhelming vote authorizing an increase in the Pentagon’s budget of roughly $24 billion more than President Biden requested.,U.S.,Politics,Washington,By Catie Edmondson,"Senate Passes $768 Billion Defense Bill, Sending It to Biden","Senate Passes $768 Billion Defense Bill in Lopsided Vote, Sending It to Biden",NA,News,https://www.nytimes.com/2021/12/15/us/politics/defense-spending-bill.html,,,
11/17/2021,"Defense Secretary Lloyd J. Austin III gave his first public comments about a U.S. strike in 2019 that killed dozens of women and children in Syria, though he offered few specifics.","WASHINGTON — Defense Secretary Lloyd J. Austin III said on Wednesday that the military needed to do more to prevent civilian casualties, his first public comments about a U.S. airstrike in Syria in 2019 that killed dozens of women and children.","Defense Secretary Lloyd J. Austin III gave his first public comments about a U.S. strike in 2019 that killed dozens of women and children in Syria, though he offered few specifics.",U.S.,Politics,Washington,By Eric Schmitt and Dave Philipps,Pentagon Chief Says More Must Be Done to Prevent Civilian Harm,Pentagon Chief Says Military Must Do More to Prevent Civilian Casualties,NA,News,https://www.nytimes.com/2021/11/17/us/politics/austin-pentagon-syria-airstrike.html,,,
10/4/2021,"About one in five support Roe v. Wade being overturned, a number that has remained largely unchanged for more than a decade.",The hundreds of women’s marches staged across the country over the weekend had a clear rallying cry: Don’t let America go the way of Texas.,"About one in five support Roe v. Wade being overturned, a number that has remained largely unchanged for more than a decade.",U.S.,NA,National,By Soumya Karlamangla,How Californians View Abortion,NA,California today,briefing,https://www.nytimes.com/2021/10/04/us/california-abortion-roe-v-wade.html,,,
9/21/2021,"An E.U. Commissioner said that “something is broken in our trans-Atlantic relations,” as other European officials question Washington’s motives after its submarine deal with Australia.",A top European Union official made a plea on Tuesday to “pause and reset” the relationship between the bloc and the United States as a diplomatic spat between France and the Biden administration has become a European issue.,"An E.U. Commissioner said that “something is broken in our trans-Atlantic relations,” as other European officials question Washington’s motives after its submarine deal with Australia.",World,Americas,Foreign,By Elian Peltier,A top European official calls for a ‘pause and reset’ in the U.S. relationship.,NA,NA,News,https://www.nytimes.com/2021/09/21/world/americas/france-us-australia-dispute.html,,,
12/13/2021,There are many ways to give back this season.,This article also appears in the Opinion Today newsletter. You can sign up here to receive it in your inbox each weekday morning.,There are many ways to give back this season.,Opinion,NA,OpEd,By Kathleen Kingsbury,Introducing Times Opinion’s Holiday Giving Guide,NA,Kathleen Kingsbury,Op-Ed,https://www.nytimes.com/2021/12/13/opinion/charity-gift-guide-nyt.html,,,
10/29/2021,"“I had been under the impression long before that France had been informed,” President Biden said.","ROME — After a six-week diplomatic spat that involved a scuttled nuclear-powered submarine deal and a recalled ambassador, President Biden began a one-on-one effort to mend fences with President Emmanuel Macron of France by saying U.S. handling of the matter had been “clumsy.”","“I had been under the impression long before that France had been informed,” President Biden said.",World,Europe,Foreign,"By Katie Rogers, Roger Cohen and Helene Cooper","‘It was not done with a lot of grace,’ Biden says of the submarine deal with Australia that angered France.",NA,NA,News,https://www.nytimes.com/2021/10/29/world/europe/biden-macron-submarine-deal.html,,,
12/15/2021,The leaders met amid pressure from the West.,President Vladimir Putin of Russia and President Xi Jinping of China met in a video summit and sought mutual support in their conflicts with the West.,The leaders met amid pressure from the West.,Briefing,NA,NYTNow,By Melina Delkic,Your Thursday Briefing: Xi and Putin Show Solidarity,NA,NA,briefing,https://www.nytimes.com/2021/12/15/briefing/xi-putin-meeting-omicron-moderna-kpop.html,,,
12/3/2021,Here’s what you need to know at the end of the day.,(Want to get this newsletter in your inbox? Here’s the sign-up.) ,Here’s what you need to know at the end of the day.,Briefing,NA,NYTNow,By Lauren McCarthy,"Omicron, Michigan, Gifts: Your Friday Evening Briefing",NA,NA,briefing,https://www.nytimes.com/2021/12/03/briefing/omicron-michigan-gifts-your-friday-evening-briefing.html,,,
9/14/2021,America is displaying political tribalism like what we tried to quell elsewhere. ,"One day, 1,000 years from now, when they dig up this era, archaeologists will surely ask how was it that a great power called America set out to make the Middle East more like itself — embracing pluralism and the rule of law — and ended up instead becoming more like the Middle East — mimicking its worst tribal mores and introducing a whole new level of lawlessness into its national politics?",America is displaying political tribalism like what we tried to quell elsewhere. ,Opinion,NA,OpEd,By Thomas L. Friedman,Have We Reshaped Middle East Politics or Started to Mimic It?,Have We Reshaped Middle East Politics or Started to Mimic It?,Thomas L. Friedman,Op-Ed,https://www.nytimes.com/2021/09/14/opinion/america-democracy-middle-east-tribalism.html,,,
12/9/2021,"Athletes from the United States and elsewhere will still compete. Here’s a look at what the boycott means, and which countries have joined the campaign to pressure China.",,"Athletes from the United States and elsewhere will still compete. Here’s a look at what the boycott means, and which countries have joined the campaign to pressure China.",Sports,NA,Sports,By Victor Mather,"The Diplomatic Boycott of the Beijing Winter Olympics, Explained",Explaining the Diplomatic Boycott of the Beijing Games,NA,News,https://www.nytimes.com/article/diplomatic-boycott-olympics.html,,,
9/23/2021,"U.K.’s prime minister makes headlines, yet experts say it is unclear if his lighthearted style is helping stake out a post-Brexit role on the global stage.",LONDON — He told the world to grow up and accept the challenge of climate change. He made fun of France’s neuralgic reaction to being elbowed out of a submarine deal with Australia by Britain and the United States. He even cleared up lingering confusion about how many children he has (six).,"U.K.’s prime minister makes headlines, yet experts say it is unclear if his lighthearted style is helping stake out a post-Brexit role on the global stage.",World,Europe,Foreign,By Mark Landler,"Boris Johnson Cuts a Colorful Swath in U.S., but to What End?",U.K. Leader Tells Jokes But Makes Little News During Visit to the U.S.,NA,News,https://www.nytimes.com/2021/09/23/world/europe/boris-johnson-us-visit.html,,,
12/2/2021,The vote to fund the government through mid-February came after lawmakers staved off a Republican threat to force a shutdown over vaccine mandates.,"WASHINGTON — Congress on Thursday gave final approval to legislation to keep the government funded through mid-February, after Republicans dropped a threat to force a shutdown over the Biden administration’s vaccine mandates.",The vote to fund the government through mid-February came after lawmakers staved off a Republican threat to force a shutdown over vaccine mandates.,U.S.,Politics,Washington,By Emily Cochrane,"Congress Approves Spending Bill, Averting Government Shutdown",Spending Bill Passes After Senate Republicans Drop Threat of Shutdown,NA,News,https://www.nytimes.com/2021/12/02/us/politics/government-shutdown-congress-spending-deal.html,,,
12/16/2021,Omicron breaks records in Britain.,"Britain reported 78,610 new coronavirus cases yesterday, the highest number in a single day since the pandemic began, as the Omicron variant rampages across the country. Officials have not announced any further restrictions, though the prime minister, Boris Johnson, urged the public to be judicious in socializing during the holidays.",Omicron breaks records in Britain.,Briefing,NA,NYTNow,By Natasha Frost,Your Thursday Briefing,NA,NA,briefing,https://www.nytimes.com/2021/12/16/briefing/omicron-xi-jinping-putin.html,,,
10/7/2021,The rush to buy Covid treatment pills.,At least four countries in the Asia-Pacific region announced agreements with the drug maker Merck to purchase a pill that the pharmaceutical company says could halve the risk of hospitalization and death from Covid-19.,The rush to buy Covid treatment pills.,Briefing,NA,NYTNow,By Matthew Cullen,Your Friday Briefing,NA,NA,briefing,https://www.nytimes.com/2021/10/07/briefing/covid-treatment-nobel-prize-china-climate.html,,,
9/28/2021,The state’s eviction moratorium ends on Thursday.,"Perhaps it’s a sign that the worst of the coronavirus pandemic is behind us, or that it's stretched on far longer than we ever expected, but two key pandemic-related safety net programs are soon coming to a close.",The state’s eviction moratorium ends on Thursday.,U.S.,NA,National,By Soumya Karlamangla,How You Can Find Rental Assistance in California,NA,California today,briefing,https://www.nytimes.com/2021/09/28/us/california-rental-assistance.html,,,
12/28/2021,"No big parties in Paris, Rome, Tokyo and beyond.","As the Omicron variant of the coronavirus drives infection rates to record levels in many parts of the world, major cities have scaled down or canceled New Year’s Eve events for a second consecutive year.","No big parties in Paris, Rome, Tokyo and beyond.",Briefing,NA,NYTNow,By Melina Delkic,Your Wednesday Briefing: Omicron Curbs New Year’s Eve,NA,NA,briefing,https://www.nytimes.com/2021/12/28/briefing/new-years-omicron-briefing.html,,,
12/1/2021,"After his body was ruined in Iraq, Tomas Young fought even harder to expose the lies of that war.","After his body was ruined in Iraq, Tomas Young fought even harder to expose the lies of that war.","After his body was ruined in Iraq, Tomas Young fought even harder to expose the lies of that war.",Opinion,NA,Opinion,By Tom Morello,A Battle Hymn for a Peace Hero,NA,Contributing Op-Ed Writer,Interactive Feature,https://www.nytimes.com/interactive/2021/12/01/opinion/tom-morello-anti-iraq-war.html,,,
9/21/2021,"The boy band’s seven members accompanied President Moon Jae-in of South Korea, who designated them as special presidential envoy for future generations and culture.","Amid the clutches of a pandemic, the conflict in Afghanistan and deadly storms exacerbated by climate change, more than one million people were transfixed by the United Nations on Monday. Not to watch a head of state, but rather a boy band: BTS.","The boy band’s seven members accompanied President Moon Jae-in of South Korea, who designated them as special presidential envoy for future generations and culture.",World,Asia Pacific,Express,By Neil Vigdor,BTS Took Center Stage at the U.N. Over One Million Fans Watched Live.,NA,NA,News,https://www.nytimes.com/2021/09/20/world/asia/bts-un-performance.html,,,
10/8/2021,"Controversies over past winners have dogged the committee, which according to Nobel rules cannot withdraw a prize once it is given.","For more than a century, the annual announcement of the winner of the Nobel Peace Prize has generated global fascination, making the award a byword for selflessness and integrity.","Controversies over past winners have dogged the committee, which according to Nobel rules cannot withdraw a prize once it is given.",World,NA,Foreign,By Shashank Bengali,Some of the Nobel committee’s previous picks have been called into question.,NA,NA,News,https://www.nytimes.com/2021/10/08/world/nobel-peace-prize-controversies.html,,,
9/20/2021,"The United Nations General Assembly session, the world’s biggest diplomatic convocation, will commandeer attention with a lineup of leader speeches starting Tuesday.",[Follow our live coverage of the UN General Assembly].,"The United Nations General Assembly session, the world’s biggest diplomatic convocation, will commandeer attention with a lineup of leader speeches starting Tuesday.",World,NA,Foreign,By Rick Gladstone,"Climate, Covid and Biden’s Challenged Credibility Underline U.N.’s Big Week","Big Week for U.N., With Climate, Covid and Biden’s Credibility Issues in Backdrop",NA,News,https://www.nytimes.com/2021/09/20/world/united-nations-general-assembly-explainer.html,,,
9/3/2021,Here’s what you need to know at the end of the day.,(Want to get this newsletter in your inbox? Here’s the sign-up.) ,Here’s what you need to know at the end of the day.,Briefing,NA,NYTNow,By Remy Tumin,"Jobs, Booster Shots, Drake: Your Friday Evening Briefing",NA,NA,briefing,https://www.nytimes.com/2021/09/03/briefing/jobs-booster-shots-drake.html,,,
12/26/2021,Eastern European nations have drawn a lesson from America’s wars of the last decades: Insurgency works. Ukraine’s training of volunteers has become a factor in the standoff with Russia.,"KYIV, Ukraine — In a pine forest not far from Ukraine’s capital, a mock battle raged. Commanders barked orders. Figures in camouflage huddled behind trees. A soldier fell to the ground, yelling for help.",Eastern European nations have drawn a lesson from America’s wars of the last decades: Insurgency works. Ukraine’s training of volunteers has become a factor in the standoff with Russia.,World,Europe,Foreign,By Andrew E. Kramer,"Training Civilians, Ukraine Nurtures a Resistance in Waiting",Ukraine’s Civilians Staff a Resistance in Waiting,NA,News,https://www.nytimes.com/2021/12/26/world/europe/ukraine-russia-civilian-training.html,,,
10/8/2021,Here’s what you need to know at the end of the day.,(Want to get this newsletter in your inbox? Here’s the sign-up.) ,Here’s what you need to know at the end of the day.,Briefing,NA,NYTNow,By Remy Tumin,"Jobs, Nobel Peace Prize, M.L.B. Playoffs: Your Friday Evening Briefing",NA,NA,briefing,https://www.nytimes.com/2021/10/08/briefing/jobs-nobel-peace-prize-mlb-playoffs.html,,,
9/20/2021,Justin Trudeau will remain the prime minister. But his Liberal Party fell short of a majority.,Since Prime Minister Justin Trudeau of Canada called a snap election last month — two years ahead of schedule — he has struggled to explain why he thinks it’s necessary.,Justin Trudeau will remain the prime minister. But his Liberal Party fell short of a majority.,World,Canada,Foreign,By Vjosa Isai and Ian Austen,Canada’s Election: What to Know,NA,NA,News,https://www.nytimes.com/2021/09/20/world/canada/canada-election-what-to-know.html,,,
10/10/2021,"Starting from scratch in 1976, he acquired the technology and knowledge that allowed Pakistan to detonate its first nuclear device in 1998.","Abdul Qadeer Khan, a metallurgist who became known to Western intelligence services as the father of Pakistan’s nuclear bomb and a worldwide dealer in weapons technology, died on Sunday in Islamabad, Pakistan. He was believed to be 85 years old. ","Starting from scratch in 1976, he acquired the technology and knowledge that allowed Pakistan to detonate its first nuclear device in 1998.",Obituaries,NA,Obits,By Tim Weiner,"Abdul Qadeer Khan, 85, Father of Pakistan’s Nuclear Program, Dies","Abdul Qadeer Khan, 85,  Who Changed Pakistan Into Nuclear Power, Dies",NA,Obituary (Obit),https://www.nytimes.com/2021/10/10/obituaries/abdul-qadeer-khan-dead.html,,,
10/8/2021,A Senate agreement on the debt ceiling.,"The Senate passed legislation last night to temporarily raise the debt ceiling through early December, after 11 Republicans joined every Democrat in voting to take up the bill, clearing the 60-vote threshold needed to break the G.O.P. filibuster and staving off the threat of a first-ever federal default. The final vote was 50 to 48, with senators split down party lines.",A Senate agreement on the debt ceiling.,Briefing,NA,NYTNow,By Natasha Frost,Your Friday Briefing,NA,NA,briefing,https://www.nytimes.com/2021/10/08/briefing/senate-debt-ceiling-russia-gas.html,,,
10/1/2021,Minority members say they need to work twice as hard in a political system with “two sets of rules.”,"Recently, I’ve been reporting on the controversy over Labor’s pick to represent Fowler, where Tu Le, a young lawyer and the daughter of Vietnamese migrants, was passed over, with the party instead choosing Kristina Keneally, a party leader and white woman. I’ve been using it as a starting point to examine why Australia’s Parliament lags behind other English-speaking countries when it comes to cultural diversity.",Minority members say they need to work twice as hard in a political system with “two sets of rules.”,World,Australia,Foreign,By Yan Zhuang,Why Diversity Seems Easier Said Than Done in Politics,NA,Letter 227,News,https://www.nytimes.com/2021/10/01/world/australia/why-diversity-seems-easier-said-than-done-in-politics.html,,,
12/15/2021,It’s time to look at the Pictures of the Year.,"Erin Schaff, a Times photographer, was covering the certification of Joe Biden’s election at the Capitol on Jan. 6 when she heard protesters making noise inside the building. She walked toward the sounds to document what was happening.",It’s time to look at the Pictures of the Year.,Briefing,NA,NYTNow,By David Leonhardt,2021 in Photos,NA,The Morning Newsletter,briefing,https://www.nytimes.com/2021/12/15/briefing/year-in-photos-2021.html,,,
9/21/2021,Giant sequoias struggle to withstand the intensity of recent fires.,"Somewhere between a childhood vacation to Sequoia National Park and a college biology class, I latched on to a single fact about California’s giant sequoias: They’re immune to wildfires.",Giant sequoias struggle to withstand the intensity of recent fires.,U.S.,NA,National,By Soumya Karlamangla,"In California, Even Fire-Resistant Trees Need to Be Protected From Flames",NA,California Today,briefing,https://www.nytimes.com/2021/09/21/us/california-fire-trees-general-sherman.html,,,
12/26/2021,Several countries reintroduce restrictions and mandates.,"Across Africa, the world’s least-vaccinated continent, the spread of the Omicron variant has coincided with a rapid spike in reported case counts, prompting health authorities in several countries to reintroduce curfews and quarantines, and impose new vaccine mandates.",Several countries reintroduce restrictions and mandates.,Briefing,NA,NYTNow,By Matthew Cullen,Your Monday Briefing: Covid spikes in Africa,NA,NA,briefing,https://www.nytimes.com/2021/12/26/briefing/africa-covid-spike.html,,,
11/16/2021,What the Xi-Biden meeting achieved.,"A virtual meeting between President Biden and China’s leader, Xi Jinping, produced no breakthroughs. The two leaders sought to keep the many disputes between their countries from escalating into a broader conflict.",What the Xi-Biden meeting achieved.,Briefing,NA,NYTNow,By Melina Delkic,Your Wednesday Briefing,NA,NA,briefing,https://www.nytimes.com/2021/11/16/briefing/us-china-summit-pfizer-covid-pill-khalilzad.html,,,
9/7/2021,Britain’s likely tax hike.,"Britain’s Boris Johnson is widely expected to break his vow not to increase taxes today when he announces a plan to bolster the nation’s social care services, a longtime goal that he first unveiled soon after becoming prime minister in 2019.",Britain’s likely tax hike.,Briefing,NA,NYTNow,By Natasha Frost and Whet Moser,Your Tuesday Briefing,NA,NA,briefing,https://www.nytimes.com/2021/09/06/briefing/britain-tax-belarus-coronavirus.html,,,
9/8/2021,Signs of old Taliban tactics.,"The Taliban announced a caretaker government on Tuesday, taking a major step in re-establishing their Islamic Emirate of Afghanistan and empowering many of the movement’s loyalists from their regime in the 1990s.",Signs of old Taliban tactics.,Briefing,NA,NYTNow,By Melina Delkic,Your Wednesday Briefing,NA,NA,briefing,https://www.nytimes.com/2021/09/07/briefing/taliban-afghanistan-europe-vaccines-merkel.html,,,
9/6/2021,Covid-19 deaths surge in the U.S.,"A summer that began with plunging caseloads and real hope that the worst of Covid-19 had passed is ending with soaring death counts, full hospitals and a bitter realization that the pandemic is far from over in the U.S.",Covid-19 deaths surge in the U.S.,Briefing,NA,NYTNow,By Natasha Frost,Your Monday Briefing,NA,NA,briefing,https://www.nytimes.com/2021/09/05/briefing/coronavirus-nicaragua-france-russia.html,,,
10/5/2021,"Facebook put ‘profits before people,’ whistle-blower says.","In testimony before Congress, Frances Haugen, the whistle-blower who sent internal Facebook documents to journalists, accused the tech giant of putting its “astronomical profits before people,” and said that congressional intervention was needed.","Facebook put ‘profits before people,’ whistle-blower says.",Briefing,NA,NYTNow,By Melina Delkic,Your Wednesday Briefing,NA,NA,briefing,https://www.nytimes.com/2021/10/05/briefing/facebook-testimony-china-evergrande-nobel.html,,,
