doc.id,headline.main,date,section.name
982,"In Afghanistan, an Unceremonious End, and a Shrouded Beginning",8/30/2021,World
983,U.S. War in Afghanistan Ends as Final Evacuation Flights Depart,8/30/2021,World
984,Pentagon acknowledges Aug. 29 drone strike in Afghanistan was a tragic mistake that killed 10 civilians.,9/17/2021,U.S.
985,Thousands of Migrants Huddle in Squalid Conditions Under Texas Bridge,9/17/2021,U.S.
986,"Afghan Family Says Errant U.S. Missile Killed 10, Including 7 Children",8/30/2021,World
987,"In Afghanistan, China Is Ready to Step Into the Void",8/20/2021,Opinion
988,Why Biden’s Lack of Strategic Patience Led to Disaster,8/21/2021,Opinion
989,"North Korea Restarted Plutonium-Producing Reactor, U.N. Agency Warns",8/30/2021,World
990,The Taliban Want You to Keep Your Phone On,8/23/2021,Opinion
991,"Sidelined on Jan. 6, Walker Has Top Job Securing Capitol Against a Repeat",9/17/2021,U.S.
992,This Is What the Afghan Evacuation Looks Like on the Inside,8/24/2021,Opinion
993,The New U.S. Challenge in Afghanistan: Coping With Taliban Rule,8/31/2021,World
994,"The Taliban Celebrate Victory, With a Crisis Looming",8/31/2021,World
995,The Afghanistan War Was Lost Before Biden Ended It,8/24/2021,Opinion
996,Jill Biden Is Chasing the President’s Most Elusive Campaign Promise: Unity,9/19/2021,U.S.
997,"U.S. Troops Are Still Deploying to Iraq, Even as Afghan War Ends",9/20/2021,U.S.
998,"Ukraine’s Leader, Meeting Biden, Seeks Security Assurances After Afghan Pullout",8/31/2021,World
999,"Democrats to Pair Spending Bill With Raising Debt Ceiling, Pressuring G.O.P.",9/20/2021,U.S.
1000,Afghanistan Before the Fall,9/1/2021,World
1001,"Shifting to Governing, Taliban Will Name Supreme Afghan Leader",9/1/2021,World
1002,"With Afghan Retreat, Biden Bucks Foreign Policy Elite",9/1/2021,World
1003,Appeals Panel Overturns Army Judge’s Ruling on Torture,9/20/2021,U.S.
1004,"U.S. to Lift Pandemic Travel Restrictions, Easing Tension With Europe",9/20/2021,U.S.
1005,"‘Finally, I Am Safe’: U.S. Air Base Becomes Temporary Refuge for Afghans",9/1/2021,World
1006,Biden to Push Global Plan to Battle Covid as National Gaps Widen,9/20/2021,U.S.
1007,"After Quick Victory, Taliban Find Governing Is Harder",9/1/2021,World
1008,Will the World Formally Recognize the Taliban?,9/1/2021,World
1009,A Botched Drone Strike in Kabul Started With the Wrong Car,9/21/2021,U.S.
1010,Pope Criticizes Western Intervention in Afghanistan,9/1/2021,World
1011,Engaging the Afghanistan We Leave Behind,8/25/2021,Opinion
1012,House Passes Spending Bill and Debt Limit Increase Over G.O.P. Opposition,9/22/2021,U.S.
1013,I Commanded Afghan Troops This Year. We Were Betrayed.,8/25/2021,Opinion
1014,House approves $1 billion for the Iron Dome as Democrats feud over Israel.,9/23/2021,U.S.
1015,"It’s Election Season in Germany. No Charisma, Please!",9/1/2021,World
1016,End the Imperial Presidency,8/25/2021,Opinion
1017,Afghans Who Worked for The Times Arrive in the U.S.,9/2/2021,Business Day
1018,Restoration of Kabul’s Closed Airport Begins as Some Afghan Aid Resumes,9/2/2021,World
1019,How Will the Taliban Govern? A History of Rebel Rule Offers Clues.,9/2/2021,World
1020,"Short on Money, Legal and Otherwise, the Taliban Face a Crisis",9/2/2021,Business Day
1021,A Dangerous Scramble to Evacuate Afghan Nonprofit Workers,9/24/2021,U.S.
1022,Biden Condemns Border Patrol Treatment of Haitian Migrants as Expulsions Continue,9/24/2021,U.S.
1023,Republicans Are Mad at General Milley. Now It’s Their Turn to Grill Him.,9/27/2021,U.S.
1024,Afghans With Ties to U.S. Who Could Not Get Out Now Live in Fear,9/3/2021,World
1025,The Right-Wingers Who Admire the Taliban,8/27/2021,Opinion
1026,This Is How Theocracy Shrivels,8/27/2021,Opinion
1027,"Republicans Block Government Funding, Refusing to Lift Debt Limit",9/27/2021,U.S.
1028,What Trump’s Disgraceful Deal With the Taliban Has Wrought,8/28/2021,Opinion
1029,Four Jagged Puzzle Pieces and a Few Weeks for Democrats to Assemble Them,9/28/2021,U.S.
1030,Threats and Fear Cause Afghan Women’s Protections to Vanish Overnight,9/4/2021,World
1031,Stop the Doomsaying. U.S. Credibility Will Weather Afghanistan.,8/29/2021,Opinion
1032,Taliban Fighters Crush a Women’s Protest Amid Flickers of Resistance,9/4/2021,World
1033,History Is Clear. America’s Military Is Way Too Big.,8/30/2021,Opinion
1034,Military Officials Say They Urged Biden Against Afghanistan Withdrawal,9/29/2021,U.S.
1035,Defense Chief Says He Advised Against Staying in Afghanistan ‘Forever’,9/29/2021,U.S.
1036,"The First Afghan Rhodes Scholar Saved Her Father, and Wants to Do More",9/5/2021,World
1037,U.S. Citizens and Afghans Wait for Evacuation Flights From Country’s North,9/5/2021,World
1038,"Democrats Move to Avert Shutdown, but Divisions Imperil Biden’s Agenda",9/29/2021,U.S.
1039,"Is 9/11 a Day, or Is It an Era?",9/5/2021,Arts
1040,Ed or Julia? Freedom or Valor? Army Base Names Are Changing. But to What?,10/1/2021,U.S.
1041,"As Afghan Refugee Crisis Unfolds, Survivors Recall ‘Miracle’ Evacuation",9/6/2021,World
1042,Clarissa Ward of CNN Looks Back on the Afghanistan War,9/6/2021,Business Day
1043,"Taliban Claim Control Over Panjshir Valley, but Resistance Vows to Fight On",9/6/2021,World
1044,The Moving Moments as the Paralympics Ended,9/6/2021,Sports
1045,"Johnson, Inviting Battle, Prepares to Break Vow on Raising Taxes",9/6/2021,World
1046,How Does Biden Recover From His Week From Hell?,8/30/2021,Opinion
1047,"From Afghanistan to the World Cup, Tiny, Wealthy Qatar Steps Up",9/7/2021,World
1048,Who Are the Taliban’s New Government Leaders? Here’s What We Know,9/7/2021,World
1049,Joe Biden’s Critics Lost Afghanistan,8/31/2021,Opinion
1050,Charter Flights Delayed as U.S. and Taliban Struggle to Work Together,9/7/2021,World
1051,Taliban Appoint Stalwarts to Top Government Posts,9/7/2021,World
1052,House Delays Vote on Infrastructure Bill as Democrats Feud,10/1/2021,U.S.
1053,Biden Didn’t See the ISIS-K Threat in Afghanistan Until Too Late,8/31/2021,Opinion
1054,She’s Green. She’s Young. And She Wants to Change Germany.,9/7/2021,World
1055,"Empty Desks at the State Department, Courtesy of Ted Cruz",10/2/2021,U.S.
1056,Afghans Flee to Pakistan. An Uncertain Future Awaits.,9/8/2021,World
1057,Aid Workers Staying in Taliban-Ruled Afghanistan Tread a Tricky Path,9/8/2021,World
1058,How One Family Fled Afghanistan and Was Reunited in New York City,9/8/2021,New York
1059,"As Taliban Crush Dissent, New Leaders Face Cascading Challenges",9/8/2021,World
1060,Military Bases Turn Into Small Cities as Afghans Wait Months for Homes in U.S.,10/3/2021,U.S.
1061,"Vietnamese Americans, Once Displaced Themselves, Mobilize to Help Afghans",10/3/2021,U.S.
1062,‘Football Is Like Food’: Afghan Female Soccer Players Find a Home in Italy,9/9/2021,World
1063,First Flight From Kabul Is Hailed as Positive Step Amid Troubling Signs,9/9/2021,World
1064,"The Airlifts Have Stopped, and the Taliban Are Looking for Me",8/31/2021,Opinion
1065,7 Events in New York Honoring 9/11,9/9/2021,Arts
1066,Europe Doesn’t Want to Fight America’s Battles Anymore,9/3/2021,Opinion
1067,"NATO Chief Backs Biden, Saying Europe Was Consulted on Afghanistan",9/10/2021,World
1068,"Times Investigation: In U.S. Drone Strike, Evidence Suggests No ISIS Bomb",9/10/2021,World
1069,A U.S. Military First: The War in Afghanistan Ended With Zero M.I.A.s,10/5/2021,U.S.
1070,America Is Giving the World a Disturbing New Kind of War,9/3/2021,Opinion
1071,The American Empire in Retreat,9/4/2021,Opinion
1072,How Growing Up in New York After 9/11 Shaped These Muslim Leaders,9/10/2021,New York
1073,5 Takeaways From Canada’s Official Election Debates,9/10/2021,World
1074,How Students in 12 Countries Are Taught About 9/11,9/10/2021,World
1075,"Captured, Killed or Compromised: C.I.A. Admits to Losing Dozens of Informants",10/5/2021,U.S.
1076,Drowning Our Future in the Past,9/4/2021,Opinion
1077,U.S. Forces Were Training the Guinean Soldiers Who Took Off to Stage a Coup,9/10/2021,World
1078,Supreme Court Justices Make a Surprising Proposal in Torture Case,10/6/2021,U.S.
1079,"Sport’s Post-9/11 Patriotism Seen as Unifier, and ‘Manipulation’",9/10/2021,Sports
1080,Quandary at U.N.: Who Speaks for Myanmar and Afghanistan?,9/11/2021,World
1081,Lawmakers Press to Rescue Afghan Relatives of U.S. Service Members,10/11/2021,U.S.
1082,‘Everything Changed Overnight’: Afghan Reporters Face an Intolerant Regime,9/11/2021,World
1083,"At Pro-Taliban Protest, a Symbol of America’s Lost Influence: Faces Obscured by Veils",9/11/2021,World
1084,History Can Close In on Us Awfully Fast,9/6/2021,Opinion
1085,E.U. Pledges $1.15 Billion in Afghan Aid as U.S. Talks to Taliban,10/12/2021,U.S.
1086,"20 Years On, the War on Terror Grinds Along, With No End in Sight",9/11/2021,World
1087,"At Army Football Game, Sept. 11 Anniversary Lends Tone of Solemnity",9/11/2021,Sports
1088,2 More Detainees Are Approved for Transfer Out of Guantánamo,10/13/2021,U.S.
1089,Another Failed Presidency at Hand,9/7/2021,Opinion
1090,"At 9/11 Ceremonies, Moments of Silence, Tributes and Tears",9/11/2021,New York
1091,U.S. Antigovernment Groups Are Influencing the French Far Right,10/13/2021,U.S.
1092,"Health Care in Afghanistan Is Crumbling, Aid Groups Warn",9/12/2021,Health
1093,U.S. Pledges to Pay Family of Those Killed in Botched Kabul Drone Strike,10/16/2021,U.S.
1094,Those Buried at Guantánamo Graveyard Never Found Their Way Home,10/16/2021,U.S.
1095,"Money Floods the Race for Control of Congress, More Than a Year Early",10/16/2021,U.S.
1096,"Zalmay Khalilzad, Biden’s Envoy for Afghanistan, Steps Down",10/18/2021,U.S.
1097,"A Million Afghan Children Could Die in ‘Most Perilous Hour,’ U.N. Warns",9/13/2021,World
1098,From Taliban Terror to Beach Resort: A Strange Journey for Some Refugees,9/13/2021,World
1099,Afghan Pilots Who Sought Safety in Uzbekistan Transfer to U.S. Base,9/13/2021,World
1100,Treasury Warns That Digital Currencies Could Weaken U.S. Sanctions,10/18/2021,U.S.
1101,What Comes After the War on Terrorism? War on China?,9/7/2021,Opinion
1102,"How 9/11 Turned America Into a Half-Crazed, Fading Power",9/9/2021,Opinion
1103,"Trump’s Pentagon Chief Quashed Idea to Send 250,000 Troops to the Border",10/19/2021,U.S.
1104,Detention of an Afghan at Guantánamo Bay Is Ruled Unlawful,10/20/2021,U.S.
1105,Biden Said the U.S. Would Protect Taiwan. But It’s Not That Clear-Cut.,10/22/2021,U.S.
1106,I Wrote the Lead Times Article on 9/11. Here’s What Still Grips Me.,9/9/2021,Opinion
1107,"U.S. Struggles With Afghan Evacuees Weeded Out, and Now in Limbo",10/23/2021,U.S.
1108,This Is Life in Rural Afghanistan After the Taliban Takeover,9/15/2021,World
1109,U.K. Cabinet Reshuffle a Blow to Boris Johnson’s Global Ambitions,9/15/2021,World
1110,"Basking in Vaccine Success, E.U. Promises to Donate More Covid Shots",9/15/2021,World
1111,"In Virginia Governor’s Race, Biden Barely Rates a Mention",10/26/2021,U.S.
1112,"‘Zero Risk’ Security Constraints Put U.S. Diplomats at a Disadvantage, Blinken Says",10/27/2021,U.S.
1113,"‘America Is Back,’ Biden Declared in June. The World Is About to Test Him.",10/29/2021,U.S.
1114,"For First Time in Public, a Detainee Describes Torture at C.I.A. Black Sites",10/29/2021,U.S.
1115,"Both Parties Await Result in Virginia, and What It Bodes for the Battles Ahead",10/30/2021,U.S.
1116,How Sept. 11 Gave Us Jan. 6,9/9/2021,Opinion
1117,"In Submarine Deal With Australia, U.S. Counters China but Enrages France",9/16/2021,World
1118,"In Panjshir, Few Signs of an Active Resistance, or Any Fight at All",9/17/2021,World
1119,U.S. Military Jury Condemns Terrorist’s Torture and Urges Clemency,10/31/2021,U.S.
1120,Taliban Seize Women’s Ministry Building for Use by Religious Police,9/17/2021,World
1121,The Sharp U.S. Pivot to Asia Is Throwing Europe Off Balance,9/17/2021,World
1122,Video Footage Showed at Least 1 Child Near Site Minutes Before Drone Strike in Kabul,11/3/2021,U.S.
1123,Here are five takeaways from the election results.,11/3/2021,U.S.
1124,"First Tied to ISIS, Then to U.S.: Family in Drone Strike Is Tarnished Twice",9/18/2021,World
1125,Submarine Deal Gives Post-Brexit Britain Its Moment on the Global Stage,9/18/2021,World
1126,"Merkel’s Children: Living Legacies Called Angela, Angie and Sometimes Merkel",9/19/2021,World
1127,"After Celebrating the U.S. Abroad, Biden Returns to Challenges at Home",11/3/2021,U.S.
1128,A Harsh New Reality for Afghan Women and Girls in Taliban-Run Schools,9/20/2021,World
1129,"How the U.S. Helped, and Hampered, the Escape of Afghan Journalists",9/20/2021,Business Day
1130,The Afghan War Took an Awful Toll. I Would Still Serve Again.,9/10/2021,Opinion
1131,4 Takeaways From the Kyle Rittenhouse Homicide Trial,11/4/2021,U.S.
1132,Trapped in a Pandemic Funk: Millions of Americans Can’t Shake a Gloomy Outlook,11/5/2021,U.S.
1133,"Climate, Covid and Biden’s Challenged Credibility Underline U.N.’s Big Week",9/20/2021,World
1134,"House Passes $1 Trillion Infrastructure Bill, Putting Social Policy Bill on Hold",11/5/2021,U.S.
1135,"Macron Takes on U.S., a Big Gamble Even for a Bold Risk-Taker",9/20/2021,World
1136,Foreman Says Military Jury Was Disgusted by C.I.A. Torture,11/6/2021,U.S.
1137,Witnesses to the End,11/7/2021,U.S.
1138,"Taliban Complete Interim Government, Still Without Women",9/21/2021,World
1139,Military Can’t Find ISIS Safe House That Prompted Kabul Drone Strike,11/8/2021,U.S.
1140,"Pakistan Laments Cricket Matches Unplayed, and Blames Politics",9/21/2021,World
1141,"At U.N., Biden Calls for Diplomacy, Not Conflict, but Some Are Skeptical",9/21/2021,World
1142,Biden Marks First Veterans Day in Two Decades Without Troops in Active Combat,11/11/2021,U.S.
1143,Germany’s Far Right Is Nowhere in the Election. But It’s ‘Here to Stay.’,9/22/2021,World
1144,Biden Got His Infrastructure Bill. Now He Has to Sell It to Voters.,11/11/2021,U.S.
1145,The Real Meaning of ‘Never Forget’,9/10/2021,Opinion
1146,New Taliban Guidelines Stir Fear About the Future of Press Freedom,9/23/2021,World
1147,Afghan Uyghurs Fear Deportation as Taliban Cozy Up to China,9/23/2021,World
1148,"Qatar to Represent U.S. Interests in Afghanistan, Blinken Says",11/12/2021,U.S.
1149,"Boris Johnson Cuts a Colorful Swath in U.S., but to What End?",9/23/2021,World
1150,"In France, Kamala Harris Searches for Role on Global Stage",11/12/2021,U.S.
1151,How the U.S. Hid an Airstrike That Killed Dozens of Civilians in Syria,11/13/2021,U.S.
1152,Pakistan Says U.N. Envoy of Old Afghan Government Should Vacate Seat,9/24/2021,World
1153,A Nervy Trip to Kabul: How Ukraine Negotiated With the Taliban and Rescued 96 Afghans,9/24/2021,World
1154,The Trump Coup Is Still Raging,9/10/2021,Opinion
1155,"Rebuking Biden, Iran’s Chief Diplomat Demands More Sanctions Relief",9/24/2021,World
1156,"For India’s Military, a Juggling Act on Two Hostile Fronts",9/24/2021,World
1157,Blinken Heads to Africa as U.S. Tries to Avert Ethiopia Disaster,11/15/2021,U.S.
1158,Music and Cookouts in a Tent City for Afghans Starting Life in the U.S.,9/25/2021,New York
1159,What Comes After the 9/11 Era?,9/11/2021,Opinion
1160,Intrigue Deepens at U.N. Over Myanmar and Afghanistan,9/26/2021,World
1161,"Freed From Guantánamo, but Still in Limbo 15 Years Later",9/26/2021,World
1162,"At Afghan Universities, Increasing Fear That Women Will Never Be Allowed Back",9/27/2021,World
1163,"A Veteran Diplomat, a ‘Tragic Figure,’ Battles Critics in the U.S. and Afghanistan",11/16/2021,U.S.
1164,Pentagon Chief Says More Must Be Done to Prevent Civilian Harm,11/17/2021,U.S.
1165,The War on Terror Was Corrupt From the Start,9/13/2021,Opinion
1166,Vote on Social Policy Bill Delayed as McCarthy Keeps Talking,11/18/2021,U.S.
1167,#DoNotTouchMyClothes: Afghan Women Protest Taliban Restrictions on Rights,9/29/2021,Style
1168,"U.S. Is ‘Considering’ Diplomatic Boycott of Beijing Olympics, Biden Says",11/19/2021,U.S.
1169,"Reduced to Rubble, an Afghan Village Struggles to Rebuild",9/29/2021,World
1170,U.S. Tries to Convince Arab Allies It Isn’t Abandoning Them,11/20/2021,U.S.
1171,"Amid Tensions With U.S., Erdogan Praises Ties With Russia",9/29/2021,World
1172,"In Week of Words, It Often Seemed Like the Divided Nations",9/29/2021,World
1173,Sean Parnell Suspends G.O.P. Senate Bid in Pennsylvania,11/22/2021,U.S.
1174,"As Need in Afghanistan Grows Dire, Aid Groups Plead for Help",9/30/2021,World
1175,"For Afghan Refugees, a Choice Between Community and Opportunity",11/24/2021,U.S.
1176,Supporting Afghans After Evacuation,9/30/2021,Neediest Cases
1177,Guantánamo Bay: Beyond the Prison,11/26/2021,U.S.
1178,"Seeking Backers for New Fund, Jared Kushner Turns to Middle East",11/26/2021,U.S.
1179,"Seeking Backers for New Fund, Jared Kushner Turns to Middle East",11/26/2021,U.S.
1180,"Pakistan in Talks With Taliban Militants, Even as Attacks Ramp Up",10/2/2021,World
1181,Have We Reshaped Middle East Politics or Started to Mimic It?,9/14/2021,Opinion
1182,Taliban and 9/11 Families Fight for Billions in Frozen Afghan Funds,11/29/2021,U.S.
1183,"Musicians Flee Afghanistan, Fearing Taliban Rule",10/3/2021,Arts
1184,The Downside of High Trust in the Military,9/16/2021,Opinion
1185,Pentagon Chief Orders New Inquiry Into U.S. Airstrike That Killed Dozens in Syria,11/29/2021,U.S.
1186,He’s Australia’s Most Decorated Soldier. Did He Also Kill Helpless Afghans?,10/3/2021,World
1187,"Jake Sullivan, Biden’s Adviser, a Figure of Fascination and Schadenfreude",11/30/2021,U.S.
1188,Three Killed and Two Wounded in Explosion Outside a Mosque in Kabul,10/3/2021,World
1189,Why the Taliban’s Repression of Women May Be More Tactical Than Ideological,10/4/2021,World
1190,"History Repeats Itself. First as Tragedy, Second as Farce, Then as God Knows What.",9/20/2021,Opinion
1191,No Wonder the French Are Angry,9/22/2021,Opinion
1192,For Sale Now: U.S.-Supplied Weapons in Afghan Gun Shops,10/5/2021,World
1193,Senate Republicans Threaten Shutdown Over Vaccine Mandate,12/1/2021,U.S.
1194,"Farewell, Angela Merkel. You Were Once the ‘Leader of the Free World.’",9/24/2021,Opinion
1195,"With No Resources, Authority or Country, Afghan Ambassador Presses On",12/2/2021,U.S.
1196,"Blinken, in Paris, Tries to Restore Trust After Submarine Snub",10/5/2021,World
1197,Can Joe Biden Recover?,9/25/2021,Opinion
1198,An Asylum Seeker’s Wrenching Choice: Stay on the Run or Save His Child’s Life,10/6/2021,World
1199,More Sept. 11 Victims Who Sued the Taliban Want Frozen Afghan Funds,12/2/2021,U.S.
1200,U.N. Votes to Appoint Human Rights Watchdog in Afghanistan,10/7/2021,World
1201,The Afghan War: A Photographer’s Journal,10/7/2021,World
1202,Pakistan Earthquake Kills at Least 20,10/7/2021,World
1203,ISIS Bomber Kills Dozens at Shiite Mosque in Northern Afghanistan,10/8/2021,World
1204,U.S. Charges Ex-Taliban Commander in Killing of 3 Soldiers in ’08 Attack,10/8/2021,New York
1205,"‘I Never Believed That Would Happen’: After 20 Years of War, an Abrupt End",10/9/2021,World
1206,This Is No Way to Run a Democracy,9/27/2021,Opinion
1207,"Congress Approves Spending Bill, Averting Government Shutdown",12/2/2021,U.S.
1208,"Cheer Up, Liberals. You Have the America You Wanted.",10/2/2021,Opinion
1209,U.S. Will Not Send Government Officials to Beijing Olympics,12/6/2021,U.S.
1210,What Happens When the Last Jew Leaves Afghanistan,10/3/2021,Opinion
1211,House Passes $768 Billion Defense Policy Bill,12/7/2021,U.S.
1212,Helicopters and High-Speed Chases: Inside Texas’ Push to Arrest Migrants,12/11/2021,U.S.
1213,Blast at Afghan Mosque Kills Dozens as Shiites Are Targeted Again,10/15/2021,World
1214,‘My Homeland’: A Poet’s Quest to Help a Family Flee Afghanistan,10/15/2021,New York
1215,How 3 Strangers a World Away Came to the Rescue of a Badly Burned Afghan Girl,10/16/2021,World
1216,Diplomats Warn Russia of ‘Massive Consequences’ if It Invades Ukraine,12/12/2021,U.S.
1217,Civilian Deaths Mounted as Secret Unit Pounded ISIS,12/12/2021,U.S.
1218,"No U.S. Troops Will Be Punished for Deadly Kabul Strike, Pentagon Chief Decides",12/13/2021,U.S.
1219,A Refugee Crisis Runs Into a Housing Crisis,12/15/2021,U.S.
1220,"Senate Passes $768 Billion Defense Bill, Sending It to Biden",12/15/2021,U.S.
1221,These U.S. Veterans Won’t Rest Until They’ve Kept a Wartime Promise,10/19/2021,World
1222,Taliban Allow Polio Vaccine Program to Restart in Afghanistan,10/19/2021,World
1223,"Waterboarded Prisoner Has Drowning Nightmares Two Decades Later, Doctor Testifies",12/15/2021,U.S.
1224,What’s a Little Disagreement Among Factions?,10/4/2021,Opinion
1225,What America Owes Haitian Asylum Seekers,10/4/2021,Opinion
1226,Biden Awards Medals of Honor for Bravery in Iraq and Afghanistan,12/16/2021,U.S.
1227,Afghan Women Who Once Presided Over Abuse Cases Now Fear for Their Lives,10/20/2021,World
1228,"Navalny, Putin’s Imprisoned Foe, Wins E.U.’s Top Human Rights Award",10/20/2021,World
1229,"Turkey Sours on Syrians, but Not in This Sleepy Town, Jolted Awake",10/20/2021,World
1230,An Ethically Challenged Presidency,10/5/2021,Opinion
1231,"They Are Stuck in Freezing Woods, and ‘Fortress Europe’ Won’t Let Them In",10/6/2021,Opinion
1232,Climate Change Poses a Widening Threat to National Security,10/21/2021,Climate
1233,Former Puerto Rico Education Secretary Is Sentenced to Prison,12/18/2021,U.S.
1234,"At Every Step, Afghans Coming to America Encounter Stumbling Blocks",12/19/2021,U.S.
1235,"‘Completely Lost’: For Some Afghans, Returning Home Is as Difficult as Fleeing",10/23/2021,World
1236,Taliban Honor Suicide Bombers’ ‘Sacrifices’ in Bid to Rewrite History,10/23/2021,World
1237,Flynn Sues Jan. 6 Committee as House Republican Rebuffs Investigators,12/21/2021,U.S.
1238,Turkish Opposition Begins Joining Ranks Against Erdogan,10/23/2021,World
1239,"A C.I.A. Fighter, a Somali Bomb Maker, and a Faltering Shadow War",10/24/2021,World
1240,A World-Class World Expo,10/24/2021,World
1241,A Jewish Far-Right Pundit Splits the French Jewish Community as He Rises,10/25/2021,World
1242,Iran Wanted U.S. Out of Afghanistan. It May Be Sorry the Wish Came True.,10/26/2021,World
1243,Afghanistan Is Facing a Total Economic Meltdown,10/12/2021,Opinion
1244,"Narrowly Returned to Power, Trudeau Promises an Activist Government",10/26/2021,World
1245,"As Humanitarian Disaster Looms, U.S. Opens Door for More Afghanistan Aid",12/22/2021,U.S.
1246,"Taliban Allow Girls to Return to Some High Schools, but With Big Caveats",10/27/2021,World
1247,"Jan. 6 Panel Seeks Interview With Jim Jordan, a Close Trump Ally",12/22/2021,U.S.
1248,"Colin Powell, a Study in America’s Missed Opportunities",10/19/2021,Opinion
1249,British Court Hears Appeal in Julian Assange Extradition Case,10/29/2021,World
1250,Another Judge Quits Guantánamo Case,12/23/2021,U.S.
1251,"Beneath a Covid Vaccine Debacle, 30 Years of Government Culpability",12/23/2021,U.S.
1252,Xi Hasn’t Left China in 21 Months. Covid May Be Only Part of the Reason.,10/30/2021,World
1253,Xi Hasn’t Left China in 21 Months. Covid May Be Only Part of the Reason.,10/30/2021,World
1254,Biden Signs $770 Billion Defense Bill,12/27/2021,U.S.
1255,Afghan Art Flourished for 20 Years. Can It Survive the New Taliban Regime?,10/31/2021,World
1256,"Struggling at Home, Biden Is Buoyed by G20 Trip Abroad",10/31/2021,World
1257,The Democrats All Disagree With Trump on Iran. Then It Gets Mushy.,1/15/2020,U.S.
1258,"Rivals on World Stage, Russia and U.S. Quietly Seek Areas of Accord",10/31/2021,World
1259,"After Violent Standoff, Pakistan Strikes Deal With Banned Islamist Group",11/1/2021,World
1260,Dozens Killed in ISIS Attack on Military Hospital in Afghanistan’s Capital,11/2/2021,World
1261,U.S.-Russia Engagement Deepens as C.I.A. Head Travels to Moscow,11/2/2021,World
1262,ISIS Poses a Growing Threat to New Taliban Government in Afghanistan,11/3/2021,World
1263,"Assured of Acquittal, Trump Makes Case for a Second Term",2/5/2020,U.S.
1264,The Flynn Calls: His Dismissal of Russian Interference and the Kremlin’s Savvy,6/2/2020,U.S.
1265,Trump and the Military: A Mutual Embrace Might Dissolve on America’s Streets,6/4/2020,U.S.
1266,"Trump Still Defers to Putin, Even as He Dismisses U.S. Intelligence and the Allies",7/31/2020,U.S.
1267,The Paradox of Colin Powell,10/21/2021,Opinion
1268,"Much Changed World, Same Joe Biden Seeking to Undo What Trump Has Done",8/19/2020,U.S.
1269,Ruth Bader Ginsburg Dies: This Week in the 2020 Race,9/19/2020,U.S.
1270,Colin Powell and ‘Guernica’,10/23/2021,Opinion
1271,Trump’s Tweets on Troop Withdrawals Unnerve Pentagon,10/15/2020,U.S.
1272,"Afghan Military Pilots, on the Run, Feel Abandoned by U.S.",11/7/2021,World
1273,All in or All Out? Biden Saw No Middle Ground in Afghanistan.,8/28/2021,U.S.
1274,"On Afghanistan, G.O.P. Assails the Pullout It Had Supported Under Trump",9/1/2021,U.S.
1275,When the Taliban Are in Your Bedroom,11/8/2021,Times Insider
1276,"U.S. Travel Ban Ends, Easing Personal Frustrations and Diplomatic Tension",11/8/2021,World
1277,Pakistan Reaches Cease-Fire With Resurgent Taliban Militants,11/9/2021,World
1278,America’s Crumbling Global Position,10/26/2021,Opinion
1279,Malala Yousafzai Announces Her Marriage,11/10/2021,World
1280,"Harris Meets Macron, Signaling a ‘New Era’ After Sub Snub, Both Say",11/10/2021,World
1281,Biden Plays the Long Game as He Justifies the End of the ‘Forever War’,9/1/2021,U.S.
1282,Biden and Mother Nature Have Reshaped the Middle East,10/26/2021,Opinion
1283,"In Afghan Withdrawal, a Biden Doctrine Surfaces",9/4/2021,U.S.
1284,Biden’s Slide With Key Voters: Momentary Blip or Danger Sign?,10/1/2021,U.S.
1285,The Pessimistic Electorate Behind Biden’s Approval Ratings,10/23/2021,U.S.
1286,Julian Assange to Wed in Prison in Britain,11/12/2021,World
1287,India Wants to Send Wheat to Ease Afghan Hunger Crisis. Pakistan Has Yet to OK Transit.,11/13/2021,World
1288,Painful Changes in Society Eased Passage of Bold Safety Net Measure,11/19/2021,U.S.
1289,The String of ISIS Attacks That Killed Three Generations of One Afghan Family,11/14/2021,World
1290,"Afghan College Students Find a New Life, and Safety, in Iraq",11/14/2021,World
1291,Lone Wolves Connected Online: A History of Modern White Supremacy,1/26/2021,U.S.
1292,Pentagon Seeks to Soften Blow of U.S. Withdrawal From Afghanistan,7/4/2021,U.S.
1293,"1,200 Miles From Kabul, a Celebrated Music School Reunites",11/17/2021,Arts
1294,How the G.O.P. Lost Its Clear Voice on Foreign Policy,4/15/2021,U.S.
1295,Greece to Put Aid Workers Who Helped Migrants on Trial on Espionage Charges,11/17/2021,World
1296,"As Afghanistan Collapses, a Lament for ‘Repeating the Same Mistakes’",8/22/2021,U.S.
1297,"On Putin’s Strategic Chessboard, a Series of Destabilizing Moves",11/19/2021,World
1298,Joe Biden’s Time in Sarah Palin’s Shadow,5/11/2020,U.S.
1299,‘Strategic Empathy’: How Biden’s Informal Diplomacy Shaped Foreign Relations,7/5/2020,U.S.
1300,Joe Biden’s China Journey,9/6/2020,U.S.
1301,A Power Struggle Over Cobalt Rattles the Clean Energy Revolution,11/20/2021,World
1302,"In Hard Times, Afghan Farmers Are Turning to Opium for Security",11/21/2021,World
1303,How the U.S. Lost Ground to China in the Contest for Clean Energy,11/21/2021,World
1304,"Supporting Afghan Women, From the Queens Waterfront",11/22/2021,Real Estate
1305,Joe Biden Had Close Ties With Police Leaders. Will They Help Him Now?,10/24/2020,U.S.
