doc.id,text,date,section.name,news.desk,byline,headline.main,headline.print,material,,,
2648,"WASHINGTON — America’s war in Afghanistan is over, but the fight over the Taliban’s finances is only beginning.",9/3/2021,U.S.,Washington,By Alan Rappeport,U.S. Wrestles With Taliban Sanctions as Afghan Crisis Looms,"Test for U.S.: Aid Afghans, Not Taliban",News,,,
2649,"WASHINGTON — On the last day of August, when President Biden called the airlift of refugees from Kabul an “extraordinary success,” senior diplomats and military officers in Doha, Qatar, emailed out a daily situation report marked “sensitive but unclassified.”",9/3/2021,U.S.,Washington,"By Michael D. Shear, Lara Jakes and Eileen Sullivan","Inside the Afghan Evacuation: Rogue Flights, Crowded Tents, Hope and Chaos","Escaping Afghanistan, Refugees Discover Chaos Is Far From Over  ",News,,,
2650,"WASHINGTON — President Biden flew to the New Orleans area on Friday to tour the damage wrought by Hurricane Ida, part of an effort to demonstrate his commitment to the federal government’s storm response even as his administration remains enmeshed in other pressing matters from the coronavirus surge to the aftermath of his Afghanistan withdrawal.",9/3/2021,U.S.,Washington,By Jim Tankersley,Biden Tours Hurricane Ida Damage in New Orleans,Biden Tours New Orleans And Its Hurricane Damage,News,,,
2651,"Statement of Facts for Alexanda Kotey, who was part of an ISIS cell of four Britons called “the Beatles” that kidnapped dozens of hostages, including journalists James Foley and Steven J. Sotloff, both of whom were beheaded in propaganda videos.",9/3/2021,U.S.,U.S.,NA,Alexanda Kotey Statement of Facts,NA,Interactive Feature,,,
2652,"Armed Taliban militants were looking for Shah. They knew he worked as an interpreter for the United States government, and came to his provincial home at night. “Someone inside worked for the U.S. Army!” they shouted, threatening to shoot down the door.",9/3/2021,World,Foreign,By Adam Nossiter,Afghans With Ties to U.S. Who Could Not Get Out Now Live in Fear,"Stranded and Afraid, Afghans Who Worked for U.S. Seek Any Way Out",News,,,
2653,"This week, I’ve looked out of the window of a high-rise apartment in Tyumen, Russia, through a skylight in Trorod, Denmark, and out a balcony in Toulouse, France.",9/3/2021,World,Foreign,By Yan Zhuang,Looking Longingly Out Someone Else’s Window,NA,News,,,
2654,"In one of the more arresting videos that circulated after the fall of Kabul, a journalist follows a collection of Taliban fighters into a hangar containing abandoned, disabled U.S. helicopters. Except that the fighters don’t look like our idea of the Taliban: In their gear and guns and helmets (presumably pilfered), they look exactly like the American soldiers their long insurgency defeated.",9/4/2021,Opinion,OpEd,By Ross Douthat,The American Empire in Retreat,The American Empire in Retreat,Op-Ed,,,
2655,WASHINGTON — It isn’t a pretty picture.,9/4/2021,Opinion,OpEd,By Maureen Dowd,Drowning Our Future in the Past,Drowning Our Future in the Past,Op-Ed,,,
2656,"President Biden’s job approval rating is on the downslope. As of Friday morning he was at 45.8 percent approval and 48.5 percent disapproval — from a high of 54 percent approval, 41 percent disapproval at the end of his first 100 days.",9/4/2021,Opinion,OpEd,By Jamelle Bouie,How Has Joe Biden Become So Unpopular?,NA,Op-Ed,,,
2657,"WASHINGTON — In the chaotic finale of America’s 20-year war in Afghanistan, a Biden Doctrine is emerging: a foreign policy that avoids the aggressive tactics of forever wars and nation building, while uniting allies against the authoritarianism of rising powers.",9/4/2021,U.S.,Washington,"By Helene Cooper, Lara Jakes, Michael D. Shear and Michael Crowley","In Afghan Withdrawal, a Biden Doctrine Surfaces","In the Withdrawal From Afghanistan, a Biden Doctrine Surfaces",News,,,
2658,"WASHINGTON — In the hours before Lance Cpl. Jared Schmitz, 20, was killed by a terrorist’s bomb in Afghanistan, he posed for a photograph taken by a bunkmate. In the image, the Marine’s brow was furrowed. He flashed a peace sign.",9/4/2021,U.S.,Washington,By Katie Rogers,"In Invoking Beau, Biden Broaches a Loss That’s Guided His Presidency","Biden Is Still Mourning a Son, But Some Can’t Bear His Grief",News,,,
2659,"LAWSON, Colo. — Standing alongside Clear Creek, a popular white-water rafting destination in this gateway to the Rocky Mountains west of Denver, Senator Michael Bennet delivered his pitch for $60 billion in new spending to protect the state’s forests and watersheds against recurring fires and their widespread impact.",9/4/2021,U.S.,Washington,By Carl Hulse,Democrats Hit the Road to Sell Big Spending Bills as Republicans Attack,Democrats Hit Road to Sell Ambitious Budget,News,,,
2660,"It took years for Women for Afghan Women to build up Afghanistan’s largest network of women’s protection services — 32 safe houses, family guidance centers and children’s homes in 14 provinces, growing by word of mouth and driven by the intense need for their services.",9/4/2021,World,Foreign,By Alissa J. Rubin,Threats and Fear Cause Afghan Women’s Protections to Vanish Overnight,Women’s Shelters Close As the Taliban Advance,News,,,
2661,"Taliban fighters violently suppressed a women’s protest Saturday in Kabul, while 70 miles to the north ex-Afghan army and militia members battled the Islamist group in Panjshir Province, as pockets of anti-Taliban resistance continued to flare up.",9/4/2021,World,Foreign,By Adam Nossiter,Taliban Fighters Crush a Women’s Protest Amid Flickers of Resistance,Taliban Fighters Crush Women’s Protest Amid Flickers of Resistance,News,,,
2662,"The TV specials for the Sept. 11 anniversary offer any number of ways to return to hell. There are wrenching interviews with survivors and with those whose loved ones died; uplifting stories of rescues and agonizing stories of those who perished in the attempt; footage of the conflagration, chaos and shock, as seen on morning newscasts and in the ash-blanketed streets; images of the first responders and volunteers digging through wreckage.",9/5/2021,Arts,Culture,By James Poniewozik,"Is 9/11 a Day, or Is It an Era?",What Needs To Be Said About 9/11,News,,,
2663,(Want to get this briefing by email? Here’s the sign-up.),9/5/2021,Briefing,NYTNow,By Remy Tumin,"Extreme Weather, Bitcoin, Spring Gardening: Your Weekend Briefing",NA,briefing,,,
2664,"Demonstrations against the government’s bungled response to the pandemic have become a daily event, and crackdowns are growing more aggressive.",9/5/2021,Briefing,NYTNow,By Amelia Nierenberg,Your Monday Briefing,NA,briefing,,,
2665,"WASHINGTON — The U.S. military’s top officer asserted last week that a drone attack on a sedan near the airport in Kabul, Afghanistan, was a “righteous strike” that foiled a plot by the Islamic State in the waning hours of the immense evacuation effort.",9/5/2021,U.S.,Washington,By Eric Schmitt,Military Analysis Raises Questions About Deadly Drone Strike in Kabul,Military Analysis Raises Questions About Deadly Drone Strike in Kabul,News,,,
2666,"A former Marine sharpshooter who served in Afghanistan and Iraq fatally shot four people, including an infant, in two homes near Lakeland, Fla., early on Sunday morning and exchanged gunfire with sheriff’s deputies before he was taken into custody, the authorities said.",9/5/2021,U.S.,Express,By Neil Vigdor and Alyssa Lukpat,"Ex-Marine Sharpshooter Kills 4 and Fires at Deputies in Florida, Sheriff Says",NA,News,,,
2667,"OXFORD, England — Five days after the Taliban captured Kabul, Summia Tora began to fear that her father would never get out of Afghanistan. She had been up almost round-the-clock, working every angle to get him on an evacuation flight. But without a special immigrant visa, he did not get a call from American officials offering a coveted seat on a military plane.",9/5/2021,World,Foreign,By Mark Landler,"The First Afghan Rhodes Scholar Saved Her Father, and Wants to Do More","First Afghan Rhodes Scholar Got Her Father Out, and Wants to Do More",News,,,
2668,"Around 1,000 people, including dozens of American citizens and Afghans holding visas to the United States or other countries, remained stuck in Afghanistan for the fifth day on Sunday as they awaited clearance for the departure from the Taliban. The holdup reflects the challenges of foreign governments working with the group, which has yet to form a government.",9/5/2021,World,Foreign,By Melissa Eddy and Thomas Gibbons-Neff,U.S. Citizens and Afghans Wait for Evacuation Flights From Country’s North,"1,000 Spend Fifth Day Waiting at Northern Airport for Taliban to Let Planes Leave",News,,,
2669,"The Taliban claimed on Monday to have captured the Panjshir Valley, raising their flag over Bazarak, the last Afghan provincial capital not firmly under their control, even as opposition forces there said that they would fight on from the mountains.",9/6/2021,Briefing,NYTNow,By Melina Delkic,Your Tuesday Briefing,NA,briefing,,,
2670,"A summer that began with plunging caseloads and real hope that the worst of Covid-19 had passed is ending with soaring death counts, full hospitals and a bitter realization that the pandemic is far from over in the U.S.",9/6/2021,Briefing,NYTNow,By Natasha Frost,Your Monday Briefing,NA,briefing,,,
2671,"Clarissa Ward had four days to catch up on sleep and see her two sons, ages 1 and 3, at her parents’ home in France. Then she was off again, back to work, making her way through Qatar to Pakistan, where she reported from the Afghanistan border.",9/6/2021,Business Day,Business,By Katie Robertson,Clarissa Ward of CNN Looks Back on the Afghanistan War,Fall of Kabul Leaves Mark On Reporter,News,,,
2672,"Gail Collins: Bret, I’ve been thinking a lot about the new Texas abortion law. Which basically bans abortions. Given the way the current Supreme Court is operating, I’m pretty sure we’re headed for a pre-1973 world, where most women facing unwelcome pregnancy had to choose between raising money for a trip to an abortion-tolerant state or risking a visit to a black-market service at home.",9/6/2021,Opinion,OpEd,By Gail Collins and Bret Stephens,History Can Close In on Us Awfully Fast,History Can Close In on Us Awfully Fast,Op-Ed,,,
2673,TOKYO — The second and final week of the Paralympics produced some particularly moving moments.,9/6/2021,Sports,Sports,By Chang W. Lee and Gwen Knapp,The Moving Moments as the Paralympics Ended,Athletes Savor Moving Moments As Games Wrap Up,News,,,
2674,"Taekwondo, the Korean martial art that features a dazzling array of spinning and chopping kicks, made its Paralympic debut in Japan. The Games ended on Sunday, with 68 athletes from 35 countries competing in taekwondo under the klieg lights at a large convention hall just outside Tokyo.",9/6/2021,Sports,Sports,By Motoko Rich and Chang W. Lee,Taekwondo Takes Its First Spin at the Paralympics,NA,News,,,
2675,"To hear more audio stories from publications like The New York Times, download Audm for iPhone or Android.",9/6/2021,U.S.,National,By Miriam Jordan and Jennifer Steinhauer,Americans Stretch Across Political Divides to Welcome Afghan Refugees,The Welcome Mat Is Out for Afghan Refugees,News,,,
2676,"SEOUL — When he watched the scenes of desperate refugees trying to escape Afghanistan during the American withdrawal <U+3161> mothers clutching babies, men begging to board airplanes in Kabul — Sohn Yang-young, 70, felt tears welling up in his eyes, his heart aching as if he were there.",9/6/2021,World,Foreign,By Choe Sang-Hun,"As Afghan Refugee Crisis Unfolds, Survivors Recall ‘Miracle’ Evacuation","As Afghan Refugee Crisis Unfolds, Koreans Recall ‘Miracle’ Evacuation",News,,,
2677,"The Taliban claimed on Monday to have captured the Panjshir Valley, raising their flag over the last Afghan provincial capital not firmly under their control, even as representatives of the opposition forces there maintained that they would fight on from the mountains.",9/6/2021,World,Foreign,"By Sami Sahak, Wali Arian and Jim Huylebroek","Taliban Claim Control Over Panjshir Valley, but Resistance Vows to Fight On","Taliban Claim to Control Panjshir Valley, Last Hold of Afghan Resistance",News,,,
2678,"LONDON — Prime Minister Boris Johnson once famously said he believed in having his cake and eating it, and during a career of dizzying highs and lows he often got what he wanted while avoiding difficult choices.",9/6/2021,World,Foreign,By Stephen Castle,"Johnson, Inviting Battle, Prepares to Break Vow on Raising Taxes","Johnson, Inviting Battle, Prepares to Break Vow on Not Raising Taxes in Britain",News,,,
2679,"The Taliban chose people to fill several cabinet positions on an acting basis, stopping short of formally announcing a permanent government in Afghanistan.",9/7/2021,Briefing,NYTNow,By Matthew Cullen,Your Wednesday Briefing,NA,briefing,,,
2680,"Britain’s Boris Johnson is widely expected to break his vow not to increase taxes today when he announces a plan to bolster the nation’s social care services, a longtime goal that he first unveiled soon after becoming prime minister in 2019.",9/7/2021,Briefing,NYTNow,By Natasha Frost and Whet Moser,Your Tuesday Briefing,NA,briefing,,,
2681,(Want to get this newsletter in your inbox? Here’s the sign-up.) ,9/7/2021,Briefing,NYTNow,By Remy Tumin,"Taliban, Mexico, Sally Rooney: Your Tuesday Evening Briefing",NA,briefing,,,
2682,The C.D.C. reported a terrifying fact in July: Vaccinated people with the Delta variant of the Covid virus carried roughly the same viral load in their noses and throats as unvaccinated people.,9/7/2021,Briefing,NYTNow,By David Leonhardt,"One in 5,000",NA,briefing,,,
2683,"This Sept. 11, a diminished president will preside over a diminished nation.",9/7/2021,Opinion,OpEd,By Bret Stephens,Another Failed Presidency at Hand,Another Failed Presidency  At Hand,Op-Ed,,,
2684,"The U.S. withdrawal from Afghanistan after a failed 20-year nation-building exercise has left many Americans and analysts saying, “If only we knew back then what we know now, we would have never gone down that path.” I am not sure that’s true, but it nevertheless raises this question: What are we doing today in foreign policy that we might look back 20 years from now and say, “If only we knew back then what we know now, we would never have gone down that path”?",9/7/2021,Opinion,OpEd,By Thomas L. Friedman,What Comes After the War on Terrorism? War on China?,What Comes After the War on Terrorism? War on China?,Op-Ed,,,
2685,"Since the Taliban took over Kabul, Afghanistan’s capital, last month, many have wondered what kind of rulers they will be.",9/7/2021,Podcasts,Podcasts,"By Michael Barbaro, Kaitlin Roberts, Lynsea Garrison, Clare Toeniskoetter, Eric Krupke, Neena Pathak, Lisa Chow, Marion Lozano, Dan Powell and Corey Schreppel",How Will the Taliban Rule This Time?,NA,News,,,
2686,"Featured Article: “The U.S. War in Afghanistan: How It Started, and How It Ended” by David Zucchino",9/7/2021,The Learning Network,Learning,By Jeremy Engle and Michael Gonchar,"Lesson of the Day: ‘The U.S. War in Afghanistan: How It Started, and How It Ended’",NA,News,,,
2687,"Secretary of State Antony J. Blinken, speaking in Qatar, said the United States was working with the Taliban to bring home about 100 U.S. citizens still in Afghanistan.",9/7/2021,U.S.,,By Reuters,Blinken Says Small Number of Americans Are Still in Afghanistan,NA,Video,,,
2688,Follow our live coverage of the 20th anniversary of 9/11.,9/7/2021,U.S.,Washington,By Jennifer Steinhauer,Veterans Struggle With Issues That Are Often Invisible to Others,"For Veterans, The Trauma Doesn’t End With Service",News,,,
2689,"President Biden warned Americans on Tuesday that Hurricane Ida’s lethal destruction was a sure sign of a nation and world “in peril” from climate change, and said drastic action would be needed to prevent extreme weather patterns from worsening.",9/7/2021,U.S.,National,"By Katie Rogers, Juliet Macur, Anne Barnard, Zolan Kanno-Youngs and Chelsia Rose Marcius",‘This is code red.’ Biden visits areas of New York and New Jersey hit hard by Ida.,NA,News,,,
2690,Sign up here to get On Politics in your inbox on Tuesdays and Thursdays.,9/7/2021,U.S.,Politics,By Reid J. Epstein,When Will Trump Answer the Big 2024 Question?,NA,News,,,
2691,Sign up here to get On Politics in your inbox on Tuesdays and Thursdays.,9/7/2021,U.S.,Politics,By Reid J. Epstein,When Will Trump Answer the Big 2024 Question?,NA,News,,,
2692,"For much of California, the arrival of September has brought extreme, scalding temperatures.",9/7/2021,U.S.,National,By Soumya Karlamangla,September Will Be Hot. Here’s How to Protect Your Pets (and Yourself).,NA,briefing,,,
2693,President Biden warned Americans on Tuesday that Hurricane Ida’s lethal destruction was the sure sign of a nation and world “in peril” from climate change and said drastic action would be needed to prevent extreme weather patterns from worsening.,9/7/2021,U.S.,Washington,By Katie Rogers and Juliet Macur,"Calling ‘Code Red’ on Climate, Biden Pushes for Infrastructure Plan",Biden Calls ‘Code Red’ on Climate in Pushing $1 Trillion Infrastructure Plan,News,,,
2694,"DOHA, Qatar — As chaos took over the United States’ last-minute efforts to evacuate more than 120,000 of its citizens and partners from Afghanistan last month, a tiny, wealthy country that many Americans would struggle to find on a map suddenly found itself uniquely placed to help out.",9/7/2021,World,Foreign,By Ben Hubbard,"From Afghanistan to the World Cup, Tiny, Wealthy Qatar Steps Up","In Afghan Exit, Qatar Emerges As Go-Between",News,,,
2695,"During a trip to Qatar, Secretary of State Antony J. Blinken met with a group of Afghan women who are advocating for human rights after the Taliban takeover of Afghanistan.",9/7/2021,World,,By Reuters,Blinken Meets With Afghan Women After Taliban Takeover,NA,Video,,,
2696,"Taliban fighters beat peaceful protesters and fired into the air to disperse the crowd after hundreds of women took to the streets of Kabul, Afghanistan, to demand that their rights be respected.",9/7/2021,World,,By Reuters,Video Captures Moment Taliban Fire On Protest in Kabul,NA,Video,,,
2697,"The Taliban formally declared a caretaker government on Tuesday, appointing acting cabinet ministers who were largely loyalists from the group’s first years of rule in the 1990s.",9/7/2021,World,Foreign,By Douglas Schorzman,Who Are the Taliban’s New Government Leaders? Here’s What We Know,Who Are New Leaders Appointed to Positions In the Taliban Cabinet?,News,,,
2698,"DOHA, Qatar — With the massive United States military effort to evacuate American citizens and endangered Afghans completed, those still scrambling to find safe passage from Afghanistan are now navigating a complicated and potentially dangerous diplomatic impasse.",9/7/2021,World,Foreign,"By Michael Crowley, Wali Arian and Sami Sahak",Charter Flights Delayed as U.S. and Taliban Struggle to Work Together,Flights Delayed as U.S.  And Taliban Work It Out,News,,,
2699,"KABUL, Afghanistan — The Taliban announced a caretaker government on Tuesday, taking a major step in re-establishing their Islamic Emirate of Afghanistan, and empowering many of the movement’s stalwarts from their regime in the 1990s.",9/7/2021,World,Foreign,By Matthieu Aikins and Jim Huylebroek,Taliban Appoint Stalwarts to Top Government Posts,Taliban Officials  From Old Regime  Assume Key Posts,News,,,
2700,"BOCHUM, Germany — The woman who wants to replace Chancellor Angela Merkel strode onto the stage in sneakers and a leather jacket, behind her the steel skeleton of a disused coal mining tower, before her a sea of expectant faces. The warm-up act, a guy with an Elvis quiff draped in a rainbow flag, sang “Imagine.”",9/7/2021,World,Foreign,By Katrin Bennhold,She’s Green. She’s Young. And She Wants to Change Germany.,"She’s Young, She’s Green and She Wants to Change Germany",News,,,
2701,"Can we imagine, as Samuel Moyn puts it in “Humane,” his smart and provocative new book, “a future of war beyond killing”? It sounds like a worthy goal. Why wouldn’t less killing be anything but better?",9/8/2021,Books,Culture,By Jennifer Szalai,The Dangers of Making War Less Dangerous,The Danger of Making Combat Less Dangerous,Review,,,
2702,(Want to get this newsletter in your inbox? Here’s the sign-up.) ,9/8/2021,Briefing,NYTNow,By Remy Tumin,"Solar Power, Afghanistan, Derek Jeter: Your Wednesday Evening Briefing",NA,briefing,,,
2703,"A day after the Taliban named an acting cabinet to lead the nation they spent two decades trying to conquer, the dizzying challenges that accompanied victory were coming into sharp relief.",9/8/2021,Briefing,NYTNow,By Melina Delkic,Your Thursday Briefing,NA,briefing,,,
2704,"The Taliban announced a caretaker government on Tuesday, taking a major step in re-establishing their Islamic Emirate of Afghanistan and empowering many of the movement’s loyalists from their regime in the 1990s.",9/8/2021,Briefing,NYTNow,By Melina Delkic,Your Wednesday Briefing,NA,briefing,,,
2705,"Early in Bill Clinton’s presidency, House Democrats voted to pass an energy tax, known as the B.T.U. tax, only to watch the Senate prevent the bill from becoming law. In the next midterm elections, more than 25 of the House Democrats who had voted for the bill lost re-election.",9/8/2021,Briefing,NYTNow,By David Leonhardt,‘This Is the Biden Agenda’,NA,briefing,,,
2706,"On Aug. 6, after spending the summer visiting his family in Afghanistan, Mohammad Wali kissed his wife and three children goodbye, headed to the Hamid Karzai International Airport in Kabul and boarded a plane back to New York City, where he lives and works.",9/8/2021,New York,Metro,By Ashley Wong,How One Family Fled Afghanistan and Was Reunited in New York City,‘I Got Another Life’: An Afghan Family’s Desperate Escape to New York,News,,,
2707,"As the world reflects on the anniversary of Sept. 11, what does the day of the attacks — and the 20 years of war it precipitated — feel like to America’s veterans? With the Afghanistan withdrawal suddenly reclaiming attention for the “forever” wars, is the 9/11 era finally over, on the home front and in America’s foreign policy? Jane Coaston brings together Kenneth Harbaugh and Michael Washington, two friends and veterans of Operation Enduring Freedom, to discuss the pax Americana, the 9/11 roots of today’s divide in the veteran community and the political weaponization of service members’ patriotism. Harbaugh is a former Navy pilot turned veterans’ advocate and podcaster. Washington is a former Marine and firefighter who today works as a licensed therapist for veterans and emergency workers.",9/8/2021,Opinion,OpEd,By ‘The Argument',‘You Don’t Bring Democracy at the Point of a Gun’,NA,Op-Ed,,,
2708,"To hear more audio stories from publications like The New York Times, download Audm for iPhone or Android.",9/8/2021,Technology,Business,By Kevin Roose,,NA,News,,,
2709,"To hear more audio stories from publications like The New York Times, download Audm for iPhone or Android.",9/8/2021,Technology,Business,By Kevin Roose,,NA,News,,,
2710,Nine veterans reflect on two decades in Afghanistan and the dramatically changing U.S. missions.,9/8/2021,U.S.,U.S.,By John Ismay,Serving in a Twenty-Year War,Mission ‘Unfinished’,Interactive Feature,,,
2711,"When Sylvia Chan-Malik reflects on the aftermath of Sept. 11, she has two starkly different personal memories from the trauma.",9/8/2021,U.S.,National,By Elizabeth Dias,Muslim Americans’ ‘Seismic Change’,Muslim. American.,News,,,
2712,"TORKHAM, Pakistan — The Taliban, thankfully, didn’t figure out Mohammad was a police officer.",9/8/2021,World,Foreign,By Zia ur-Rehman,Afghans Flee to Pakistan. An Uncertain Future Awaits.,Afghans Flee to Pakistan.  Uncertain Future Awaits.,News,,,
2713,"Even as American and NATO forces and almost the entire Western diplomatic corps packed up and fled the Afghan capital last month as the Taliban seized control, a handful of international aid directors made a decision: They were staying put. ",9/8/2021,World,Foreign,By Carlotta Gall,Aid Workers Staying in Taliban-Ruled Afghanistan Tread a Tricky Path,"For the Aid Workers Still in Afghanistan, Hurdles at Every Turn",News,,,
2714,"KABUL, Afghanistan — Only one day after the Taliban named an acting cabinet to lead the nation they spent two decades trying to conquer, the dizzying challenges that accompanied victory were coming into sharp relief Wednesday.",9/8/2021,World,Foreign,"By Matthieu Aikins, Salman Masood and Marc Santora","As Taliban Crush Dissent, New Leaders Face Cascading Challenges","As Taliban Crush Dissent, New Leaders Face Cascading Challenges",News,,,
2715,"Twenty years after four coordinated terrorist attacks by Al Qaeda killed 2,977 people — 2,753 of them at ground zero in New York City — the nation and the city remember. They remember through dance, music, museums, TV specials and light beamed into the sky.",9/9/2021,Arts,Weekend,By Laura Zornosa,7 Events in New York Honoring 9/11,Events Mark Anniversary of 9/11 Attacks,News,,,
2716,"War and its aftermath figure prominently in our recommended titles this week, from Andrew Bacevich’s critique of American foreign policy (“After the Apocalypse”) to two books about the 20-year fight in Afghanistan (Carter Malkasian’s “The American War in Afghanistan” and Craig Whitlock’s “The Afghanistan Papers”) to Robert S. Levine’s study of Andrew Johnson’s role in the immediate wake of the Civil War (“The Failed Promise”). Meanwhile, Algeria’s war for independence from France provides the backdrop to Leila Slimani’s new novel, “In the Country of Others” — it’s subtitled “War, War, War” — which is based on her grandmother’s experiences during that conflict.",9/9/2021,Books,BookReview,NA,12 New Books We Recommend This Week,Staff Picks From the Book Review,List,,,
2717,President Biden on Thursday used the full force of his presidency to get two-thirds of the American work force vaccinated against the coronavirus.,9/9/2021,Briefing,NYTNow,By Melina Delkic,Your Friday Briefing,NA,briefing,,,
2718,"A day after the Taliban named an acting cabinet to lead Afghanistan, the dizzying challenges that accompanied the group’s victory were coming into sharp relief, including growing dissent, a humanitarian crisis and foreign policy woes.",9/9/2021,Briefing,Foreign,By Natasha Frost,Your Thursday Briefing,NA,briefing,,,
2719,(Want to get this newsletter in your inbox? Here’s the sign-up.) ,9/9/2021,Briefing,NYTNow,By Remy Tumin,"Vaccines, Texas, U.S. Open: Your Thursday Evening Briefing",NA,briefing,,,
2720, [Want to get New York Today by email? Here’s the sign-up.],9/9/2021,New York,Metro,By Troy Closson,The Potential Future of Gifted Programs in N.Y.C. Schools,NA,briefing,,,
2721,"I’ll always remember Sept. 11 as something that happened in the evening. At the time I was living in a town in northern India, and I watched the towers fall on a TV someone had dragged into the street. Because I was so far away, I’ll never know the terror people in New York and Washington felt on that day, the fear that more attacks were coming, that the epic disaster movies so popular during the bored ’90s had come viciously to life.",9/9/2021,Opinion,OpEd,By Michelle Goldberg,"How 9/11 Turned America Into a Half-Crazed, Fading Power",Bin Laden Didn’t Build the Trap We Fell Into,Op-Ed,,,
2722,To the Editor:,9/9/2021,Opinion,Letters,NA,"Covid Anxiety: Back in Classrooms, Many Professors Are Nervous",NA,Letter,,,
2723,"Shortly after the attacks of Sept. 11, an English teacher in central Washington State assigned her eighth and ninth graders to write poems based on the lead article in The Times. The teacher, Tammy Grubb, said her intention was to give the students a way to process their feelings. The poems were posted in the school hallway and then, since my byline was on the article, Ms. Grubb sent them to me, 77 of them.",9/9/2021,Opinion,Editorial,By Serge Schmemann,I Wrote the Lead Times Article on 9/11. Here’s What Still Grips Me.,I Wrote the Lead Times Article on 9/11. Here’s What Still Grips Me.,Op-Ed,,,
2724,"Ever since insurrectionists invaded the Capitol, we’ve heard that Jan. 6 closed a chapter in American history. No longer should America’s most threatening enemies be understood as foreign — a euphemism for Muslim — but instead as domestic, a euphemism for primarily white Americans on the far right. “The ‘post-9/11’ era, where our greatest threats to national security were external, is over,” said Representative Elissa Slotkin, Democrat of Michigan and a former C.I.A. and Pentagon official.",9/9/2021,Opinion,OpEd,By Spencer Ackerman,How Sept. 11 Gave Us Jan. 6,How Sept. 11 Gave Us Jan. 6,Op-Ed,,,
2725,Featured Article: “What Will Become of Afghanistan’s Post-9/11 Generation?” — a photo essay by Kiana Hayeri,9/9/2021,The Learning Network,Learning,By Nicole Daniels,Lesson of the Day: ‘What Will Become of Afghanistan’s Post-9/11 Generation?’,NA,News,,,
2726,"Today’s middle and high school students were born after Sept. 11, 2001, yet they grew up in a world shaped by the attacks and their aftermath. What does Sept. 11 mean to the post-9/11 generation?",9/9/2021,The Learning Network,Learning,By The Learning Network,On-Demand Panel for Students: The Post-9/11 Generation,NA,News,,,
2727,"For many of the adults in your life, Sept. 11, 2001, is a day that they will remember forever, a day that changed the world. But if you are in middle school or high school, Sept. 11 might mean nothing more to you than “a dry history lesson,” as Dan Barry suggests in his article, “What Does It Mean to ‘Never Forget’”?",9/9/2021,The Learning Network,Learning,By Callie Holtermann,9/11 Happened Before You Were Born. What Does It Mean to You?,NA,News,,,
2728,"Sept. 11, 2001, is one of those rare days that, if you ask most adults what they remember, they can tell you exactly where they were, whom they were with and what they were thinking. It is a day seared in memory. But for students who were born in a post-9/11 world and have grown up in the aftermath, it is complex history that needs to be remembered, taught and analyzed like any other historical event.",9/9/2021,The Learning Network,Learning,By Nicole Daniels and Michael Gonchar,10 Ways to Teach About 9/11 With The New York Times,NA,News,,,
2729,"Banished from social media and deprived of his national platform, former President Donald J. Trump has been clamoring for attention and trying to exploit the series of foreign and domestic crises that are testing the Biden administration.",9/9/2021,U.S.,Politics,By Jeremy W. Peters,Trump produces a week of mixed messaging as he tries to attack Biden.,NA,News,,,
2730,"President Biden is expected on Thursday to impose new vaccination mandates as part of a broad plan to put pressure on private businesses, federal agencies and schools to enact stricter vaccination and testing policies as the Delta variant continues its spread across the United States.",9/9/2021,U.S.,Washington,By Katie Rogers,President Biden is expected to impose new vaccination mandates in a speech on Thursday.,NA,News,,,
2731,"AVEZZANO, Italy — Two days after Taliban fighters seized Herat, Afghanistan’s third-largest city, the Italian journalist Stefano Liberti received a message via Facebook: “Hi sir, we are in trouble. Can you help us?”",9/9/2021,World,Foreign,By Elisabetta Povoledo,‘Football Is Like Food’: Afghan Female Soccer Players Find a Home in Italy,Soccer Players Under Threat Escape to Italy,News,,,
2732,"KABUL, Afghanistan — Ten days after the chaotic evacuation of Afghanistan came to an end, a lone jetliner lifted off from Kabul’s airport on Thursday, the first international passenger flight since American forces ended their 20-year presence in the country.",9/9/2021,World,Foreign,"By Victor J. Blue, Sami Sahak, Lara Jakes and Eric Nagourney",First Flight From Kabul Is Hailed as Positive Step Amid Troubling Signs,Little Optimism Even as Taliban Reopen Airport   ,News,,,
2733,"The Taliban allowed more than 100 foreigners, including Americans, to fly out of the Kabul airport on a Qatari jet. It was the first international passenger flight to leave Afghanistan since the end of a frantic U.S. military evacuation.",9/9/2021,World,,By The Associated Press and Reuters,Flight Carrying More Than 100 Foreigners Departs Kabul,NA,Video,,,
2734,More than 150 fighters have taken over the residence of a notorious Afghan warlord. Many are adjusting to a new lifestyle while awaiting orders from the new government.,9/9/2021,World,,"By Jordan Bryon, Alexandra Eaton and Nic Pollock",Inside the Abandoned Kabul Mansion Taliban Soldiers Call Home,NA,Video,,,
2735,"The first passenger flight to leave Afghanistan since the frenzied U.S. military evacuation ended late last month arrived in Doha, the Qatari capital, on Thursday with more than 100 foreigners, including Americans, aboard, and Biden administration officials said they expected more such flights in coming days.",9/9/2021,World,Foreign,"By Victor J. Blue, Marc Santora, Sami Sahak and Lara Jakes",A Qatari jet carries more than 100 foreigners from Kabul.,NA,News,,,
