danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_name,track_number,track_id,album_name,album_id,time_signature,duration_ms,key_name,mode_name,key_mode
0.324,0.384,9,-15.004,1,0.0548,0.863,0.189,0.131,0.352,173.499,"Looks like Rain - Live at Madison Square Garden, New York, NY, September 16, 1990",11,5keaoGPcLqdl273crRTetI,"Dick's Picks Vol. 9: Madison Square Garden, New York, NY 9/16/90 (Live)",2Ki3onvS212d1YPeduDkCk,4,526760,A,major,A major
0.537,0.287,9,-16.552,1,0.0359,0.871,0.317,0.156,0.467,108.259,"He's Gone - Live at Madison Square Garden, New York, NY, September 16, 1990",12,66cpNC8YweGfjKJgr66yg8,"Dick's Picks Vol. 9: Madison Square Garden, New York, NY 9/16/90 (Live)",2Ki3onvS212d1YPeduDkCk,4,986106,A,major,A major
0.317,0.248,4,-22.069,0,0.0319,0.662,0.881,0.15,0.157,105.427,"No MSG Jam - Live at Madison Square Garden, New York, NY, September 16, 1990",13,4vZQzXam7545cvL3RzA2Xy,"Dick's Picks Vol. 9: Madison Square Garden, New York, NY 9/16/90 (Live)",2Ki3onvS212d1YPeduDkCk,3,470200,E,minor,E minor
0.421,0.218,0,-22.6,0,0.0443,0.0405,0.854,0.218,0.1,148.958,"Drums - Live at Madison Square Garden, New York, NY, September 16, 1990",14,22ui2KcUbNBcoyel9WGuax,"Dick's Picks Vol. 9: Madison Square Garden, New York, NY 9/16/90 (Live)",2Ki3onvS212d1YPeduDkCk,4,539000,C,minor,C minor
0.247,0.308,7,-18.252,1,0.0435,0.943,0.812,0.424,0.141,90.982,"Space - Live at Madison Square Garden, New York, NY, September 16, 1990",15,7HZVr97HzDqHarPwDvAGHW,"Dick's Picks Vol. 9: Madison Square Garden, New York, NY 9/16/90 (Live)",2Ki3onvS212d1YPeduDkCk,4,648853,G,major,G major
0.416,0.192,7,-18.264,1,0.0308,0.838,0.0937,0.168,0.353,96.538,"Standing on the Moon - Live at Madison Square Garden, New York, NY, September 16, 1990",16,6G3Sv59yrK0ajbqrkyX23Y,"Dick's Picks Vol. 9: Madison Square Garden, New York, NY 9/16/90 (Live)",2Ki3onvS212d1YPeduDkCk,4,568040,G,major,G major
0.326,0.497,9,-13.919,0,0.0605,0.88,0.93,0.506,0.205,130.794,"Lunatic Preserve - Live at Madison Square Garden, New York, NY, September 16, 1990",17,6E5NFurojFfqJIdinfZkcm,"Dick's Picks Vol. 9: Madison Square Garden, New York, NY 9/16/90 (Live)",2Ki3onvS212d1YPeduDkCk,3,344773,A,minor,A minor
0.567,0.535,0,-12.84,1,0.0531,0.78,0.0376,0.424,0.677,128.58,"I Need a Miracle - Live at Madison Square Garden, New York, NY, September 16, 1990",18,7txCq4zhSVbem4tWYoR79u,"Dick's Picks Vol. 9: Madison Square Garden, New York, NY 9/16/90 (Live)",2Ki3onvS212d1YPeduDkCk,4,319226,C,major,C major
0.446,0.299,4,-16.048,0,0.0334,0.851,0.283,0.848,0.359,127.108,"Morning Dew - Live at Madison Square Garden, New York, NY, September 16, 1990",19,14kgJBgj8gVz2iQjbBIJEh,"Dick's Picks Vol. 9: Madison Square Garden, New York, NY 9/16/90 (Live)",2Ki3onvS212d1YPeduDkCk,4,792066,E,minor,E minor
0.656,0.321,2,-18.941,1,0.0289,0.811,0.222,0.826,0.648,109.651,"It's All over Now Baby Blue - Live at Madison Square Garden, New York, NY, September 16, 1990",20,1lw7yHLPewQk4u8pOBdtpz,"Dick's Picks Vol. 9: Madison Square Garden, New York, NY 9/16/90 (Live)",2Ki3onvS212d1YPeduDkCk,4,455240,D,major,D major
0.379,0.148,7,-31.402,1,0.386,0.513,8.21e-5,0.951,0.151,97.773,"Intro by Zacherle - Live at Fillmore East, February 13-14, 1970",1,5Nte7GiRzYRZpzJVw6LqoO,"Dick's Picks Vol. 4: Fillmore East, New York, NY 2/13/70 - 2/14/70 (Live)",518Uq6B4Y3X1EnNr8SsGQ7,4,110800,G,major,G major
0.667,0.484,0,-13.348,1,0.0411,0.737,1.19e-4,0.848,0.847,102.937,"Casey Jones - Live at Fillmore East, February 13-14, 1970",2,0GeOWLQU8y9ZHhPheWr1Z5,"Dick's Picks Vol. 4: Fillmore East, New York, NY 2/13/70 - 2/14/70 (Live)",518Uq6B4Y3X1EnNr8SsGQ7,4,268960,C,major,C major
0.61,0.549,2,-12.486,1,0.034,0.752,0.0654,0.896,0.787,121.873,"Dancing in the Streets - Live at Fillmore East, February 13-14, 1970",3,4g8pTxxLNmYJXMU8UD2zpL,"Dick's Picks Vol. 4: Fillmore East, New York, NY 2/13/70 - 2/14/70 (Live)",518Uq6B4Y3X1EnNr8SsGQ7,4,569533,D,major,D major
0.61,0.471,7,-14.21,1,0.0376,0.648,0.0184,0.434,0.912,96.724,"China Cat Sunflower - Live at Fillmore East, February 13-14, 1970",4,5YLBQKaUXs3fQO9WUl3xv8,"Dick's Picks Vol. 4: Fillmore East, New York, NY 2/13/70 - 2/14/70 (Live)",518Uq6B4Y3X1EnNr8SsGQ7,4,309066,G,major,G major
0.512,0.323,7,-14.524,1,0.0319,0.719,5.62e-4,0.304,0.599,93.545,"I Know You Rider - Live at Fillmore East, February 13-14, 1970",5,5G5C7wP4pjUykGAy1xMVcw,"Dick's Picks Vol. 4: Fillmore East, New York, NY 2/13/70 - 2/14/70 (Live)",518Uq6B4Y3X1EnNr8SsGQ7,4,304040,G,major,G major
0.447,0.0591,9,-20.085,1,0.0366,0.81,6.63e-5,0.937,0.278,75.734,"High Time - Live at Fillmore East, February 13-14, 1970",6,1jJlAtUGPfDX4n8jslWdv2,"Dick's Picks Vol. 4: Fillmore East, New York, NY 2/13/70 - 2/14/70 (Live)",518Uq6B4Y3X1EnNr8SsGQ7,4,410560,A,major,A major
0.606,0.146,9,-20.745,1,0.0425,0.816,0,0.779,0.504,138.335,"Dire Wolf - Live at Fillmore East, February 13-14, 1970",7,4HGtCD5vDG0gnTQMFnP5WN,"Dick's Picks Vol. 4: Fillmore East, New York, NY 2/13/70 - 2/14/70 (Live)",518Uq6B4Y3X1EnNr8SsGQ7,4,263666,A,major,A major
0.435,0.256,2,-15.348,1,0.0406,0.713,0.0104,0.352,0.322,149.113,"Dark Star - Live at Fillmore East, February 13-14, 1970",8,24fji4P2pGTdDTZrtP5QTm,"Dick's Picks Vol. 4: Fillmore East, New York, NY 2/13/70 - 2/14/70 (Live)",518Uq6B4Y3X1EnNr8SsGQ7,4,1781440,D,major,D major
0.472,0.524,11,-14.414,0,0.0507,0.42,0.27,0.148,0.704,104.673,"That's It for the Other One - Live at Fillmore East, February 13-14, 1970",9,3hukb0R3pGAXWjG4AB1XNn,"Dick's Picks Vol. 4: Fillmore East, New York, NY 2/13/70 - 2/14/70 (Live)",518Uq6B4Y3X1EnNr8SsGQ7,4,1807360,B,minor,B minor
0.536,0.35,9,-15.694,1,0.0692,0.655,8.54e-4,0.924,0.528,106.615,"Turn on Your Love Light - Live at Fillmore East, February 13-14, 1970",10,0gxfyK3Yj4V4puvro9F92B,"Dick's Picks Vol. 4: Fillmore East, New York, NY 2/13/70 - 2/14/70 (Live)",518Uq6B4Y3X1EnNr8SsGQ7,4,1827506,A,major,A major
0.661,0.387,0,-13.558,1,0.0309,0.82,4.63e-6,0.0625,0.698,88.714,"Alligator - Live at Fillmore East, February 13-14, 1970",11,4XD0oJZEmjpwLNpHPMRXRk,"Dick's Picks Vol. 4: Fillmore East, New York, NY 2/13/70 - 2/14/70 (Live)",518Uq6B4Y3X1EnNr8SsGQ7,4,235226,C,major,C major
0.422,0.471,1,-24.422,0,0.0389,0.0547,0.783,0.0886,0.195,131.265,"Drums - Live at Fillmore East, February 13-14, 1970",12,3equC3N4S48Ycewv3eqQIX,"Dick's Picks Vol. 4: Fillmore East, New York, NY 2/13/70 - 2/14/70 (Live)",518Uq6B4Y3X1EnNr8SsGQ7,4,751000,C#,minor,C# minor
0.727,0.375,11,-14.449,0,0.0422,0.82,4.74e-5,0.127,0.868,115.359,"Me & My Uncle - Live at Fillmore East, February 13-14, 1970",13,6Q1kmyhjheUWeoFLYsTe5f,"Dick's Picks Vol. 4: Fillmore East, New York, NY 2/13/70 - 2/14/70 (Live)",518Uq6B4Y3X1EnNr8SsGQ7,4,194000,B,minor,B minor
0.497,0.59,9,-10.772,1,0.0318,0.759,0.452,0.34,0.819,99.441,"Not Fade Away - Live at Fillmore East, February 13-14, 1970",14,71JhdQ7LtBNvptMuoeJp4s,"Dick's Picks Vol. 4: Fillmore East, New York, NY 2/13/70 - 2/14/70 (Live)",518Uq6B4Y3X1EnNr8SsGQ7,4,835666,A,major,A major
0.437,0.402,4,-13.308,1,0.0391,0.885,6.39e-4,0.617,0.728,87.63,"Mason's Children - Live at Fillmore East, February 13-14, 1970",15,5Mf946iXBOx8DkiLOhbnkX,"Dick's Picks Vol. 4: Fillmore East, New York, NY 2/13/70 - 2/14/70 (Live)",518Uq6B4Y3X1EnNr8SsGQ7,4,232640,E,major,E major
0.474,0.516,9,-12.98,1,0.0461,0.614,0.0255,0.728,0.469,129.216,"Caution (Do Not Stop on Tracks) - Live at Fillmore East, February 13-14, 1970",16,4k5AetC80JfZ6mg5XTtZmx,"Dick's Picks Vol. 4: Fillmore East, New York, NY 2/13/70 - 2/14/70 (Live)",518Uq6B4Y3X1EnNr8SsGQ7,4,864960,A,major,A major
0.171,0.0461,2,-20.059,1,0.041,0.692,0.144,0.101,0.053,70.833,"Feedback - Live at Fillmore East, February 13-14, 1970",17,6qvaqE5uvC8Oeh0mrUO0pe,"Dick's Picks Vol. 4: Fillmore East, New York, NY 2/13/70 - 2/14/70 (Live)",518Uq6B4Y3X1EnNr8SsGQ7,4,520266,D,major,D major
0.421,0.0153,9,-28.41,1,0.0692,0.912,0,0.702,0.576,97.427,"We Bid You Goodnight - Live at Fillmore East, February 13-14, 1970",18,4wSHau1wGz2QAArTvaIUkT,"Dick's Picks Vol. 4: Fillmore East, New York, NY 2/13/70 - 2/14/70 (Live)",518Uq6B4Y3X1EnNr8SsGQ7,4,119800,A,major,A major
0.661,0.595,9,-16.107,1,0.0498,0.315,0.202,0.717,0.817,121.488,"Cold Rain & Snow - Live at Oakland Auditorium Arena, December 26, 1979",1,0ciDTmfAjncDGNE4A9kKUG,"Dick's Picks Vol. 5: Oakland Auditorium Arena, Oakland, CA 12/26/79",5HS80DlI8zRtS34wyS6iaR,4,404160,A,major,A major
0.632,0.426,9,-16.741,1,0.0857,0.589,0.0776,0.671,0.715,97.588,"C.C. Rider - Live at Oakland Auditorium Arena, December 26, 1979",2,2VLQegQhed9drUreQ7x64W,"Dick's Picks Vol. 5: Oakland Auditorium Arena, Oakland, CA 12/26/79",5HS80DlI8zRtS34wyS6iaR,4,403506,A,major,A major
0.67,0.437,0,-16.314,1,0.0353,0.59,1e-6,0.806,0.77,128.076,"Dire Wolf - Live at Oakland Auditorium Arena, December 26, 1979",3,6UNVrQXNceTwSXfcIOVxst,"Dick's Picks Vol. 5: Oakland Auditorium Arena, Oakland, CA 12/26/79",5HS80DlI8zRtS34wyS6iaR,4,237666,C,major,C major
0.703,0.587,11,-13.934,0,0.0729,0.648,0.0598,0.665,0.812,119.822,"Me & My Uncle - Live at Oakland Auditorium Arena, December 26, 1979",4,72VmcFgivWuVJVH2qya4XY,"Dick's Picks Vol. 5: Oakland Auditorium Arena, Oakland, CA 12/26/79",5HS80DlI8zRtS34wyS6iaR,4,178893,B,minor,B minor
0.703,0.714,9,-13.334,1,0.0541,0.386,0.0684,0.829,0.715,122.394,"Big River - Live at Oakland Auditorium Arena, December 26, 1979",5,7rQunQKsASI1vTgjGXtX5S,"Dick's Picks Vol. 5: Oakland Auditorium Arena, Oakland, CA 12/26/79",5HS80DlI8zRtS34wyS6iaR,4,358906,A,major,A major
0.716,0.423,4,-16.208,1,0.0586,0.657,1.34e-4,0.689,0.7,112.899,"Brown-Eyed Women - Live at Oakland Auditorium Arena, December 26, 1979",6,42QKhWR86EvS0hvq6x0D8a,"Dick's Picks Vol. 5: Oakland Auditorium Arena, Oakland, CA 12/26/79",5HS80DlI8zRtS34wyS6iaR,4,319760,E,major,E major
0.667,0.642,9,-14.281,1,0.0675,0.321,0.0918,0.279,0.827,110.558,"New Minglewood Blues - Live at Oakland Auditorium Arena, December 26, 1979",7,2VpddCuPcyQ8B1fecLJP9d,"Dick's Picks Vol. 5: Oakland Auditorium Arena, Oakland, CA 12/26/79",5HS80DlI8zRtS34wyS6iaR,4,461333,A,major,A major
0.742,0.339,7,-18.204,1,0.0337,0.608,0.00605,0.903,0.713,109.841,"Friend of the Devil - Live at Oakland Auditorium Arena, December 26, 1979",8,0NtzDGuOhtv6hxKMpkR6VC,"Dick's Picks Vol. 5: Oakland Auditorium Arena, Oakland, CA 12/26/79",5HS80DlI8zRtS34wyS6iaR,4,577506,G,major,G major
0.564,0.303,9,-17.08,1,0.0531,0.526,0.112,0.164,0.457,82.8,"Looks like Rain - Live at Oakland Auditorium Arena, December 26, 1979",9,2xP0kN11pGewu1ltWomgcc,"Dick's Picks Vol. 5: Oakland Auditorium Arena, Oakland, CA 12/26/79",5HS80DlI8zRtS34wyS6iaR,4,494026,A,major,A major
0.545,0.745,4,-12.117,0,0.0444,0.548,0.0201,0.155,0.932,163.57,"Alabama Getaway - Live at Oakland Auditorium Arena, December 26, 1979",10,3bTwPeGsh64va5p8l0E2pT,"Dick's Picks Vol. 5: Oakland Auditorium Arena, Oakland, CA 12/26/79",5HS80DlI8zRtS34wyS6iaR,4,417933,E,minor,E minor
0.562,0.808,0,-11.887,1,0.0552,0.534,0.0981,0.718,0.922,163.566,"Promised Land - Live at Oakland Auditorium Arena, December 26, 1979",11,1uYgLhCTNVy2ZdMFOVCiMn,"Dick's Picks Vol. 5: Oakland Auditorium Arena, Oakland, CA 12/26/79",5HS80DlI8zRtS34wyS6iaR,4,266440,C,major,C major
0.606,0.626,7,-12.24,1,0.0575,0.56,0.0144,0.555,0.762,137.436,"Uncle John's Band (1) - Live at Oakland Auditorium Arena, December 26, 1979",12,5ALddm73Emby0lWaAPzoRa,"Dick's Picks Vol. 5: Oakland Auditorium Arena, Oakland, CA 12/26/79",5HS80DlI8zRtS34wyS6iaR,4,614493,G,major,G major
0.608,0.443,11,-13.943,0,0.0441,0.422,0.0777,0.507,0.646,129.784,"Estimated Prophet - Live at Oakland Auditorium Arena, December 26, 1979",13,5fg0YMZBEmh5H3Zu0fudgC,"Dick's Picks Vol. 5: Oakland Auditorium Arena, Oakland, CA 12/26/79",5HS80DlI8zRtS34wyS6iaR,4,851400,B,minor,B minor
0.49,0.509,4,-19.111,1,0.0618,0.234,0.597,0.216,0.402,141.213,"Jam 1 - Live at Oakland Auditorium Arena, December 26, 1979",14,5RrTpVDNZIIYe5M43x67Id,"Dick's Picks Vol. 5: Oakland Auditorium Arena, Oakland, CA 12/26/79",5HS80DlI8zRtS34wyS6iaR,4,361506,E,major,E major
0.612,0.159,4,-21.23,1,0.0361,0.52,7.43e-4,0.106,0.54,106.834,"He's Gone - Live at Oakland Auditorium Arena, December 26, 1979",15,1c0QQUMjhj1HWMCLJkMASU,"Dick's Picks Vol. 5: Oakland Auditorium Arena, Oakland, CA 12/26/79",5HS80DlI8zRtS34wyS6iaR,4,603266,E,major,E major
0.437,0.604,9,-15.046,1,0.0515,0.374,0.325,0.33,0.534,102.797,"The Other One - Live at Oakland Auditorium Arena, December 26, 1979",16,3BxGuHVEYSLbXDmPwNlvcP,"Dick's Picks Vol. 5: Oakland Auditorium Arena, Oakland, CA 12/26/79",5HS80DlI8zRtS34wyS6iaR,1,518200,A,major,A major
0.545,0.166,4,-27.3,1,0.0589,0.654,0.924,0.11,0.227,106.794,"Drums (1) - Live at Oakland Auditorium Arena, December 26, 1979",17,1LRiuP9n2nDavj6tJQGNRR,"Dick's Picks Vol. 5: Oakland Auditorium Arena, Oakland, CA 12/26/79",5HS80DlI8zRtS34wyS6iaR,4,362960,E,major,E major
0.439,0.18,1,-25.347,1,0.063,0.0733,0.826,0.119,0.0387,99.06,"Drums (2) - Live at Oakland Auditorium Arena, December 26, 1979",18,1QMQDFWQ9ldRKLomH3nZhc,"Dick's Picks Vol. 5: Oakland Auditorium Arena, Oakland, CA 12/26/79",5HS80DlI8zRtS34wyS6iaR,4,262426,C#,major,C# major
0.332,0.319,0,-19.535,1,0.0538,0.534,0.291,0.17,0.0882,101.313,"Jam 2 - Live at Oakland Auditorium Arena, December 26, 1979",19,2ruDSVT9ShbxOrA7vQS7sC,"Dick's Picks Vol. 5: Oakland Auditorium Arena, Oakland, CA 12/26/79",5HS80DlI8zRtS34wyS6iaR,3,362640,C,major,C major
0.524,0.533,9,-16.672,1,0.0483,0.155,0.757,0.214,0.832,159.502,"Not Fade Away - Live at Oakland Auditorium Arena, December 26, 1979",20,6ts5WYfs6fsGk3kGQG5fBX,"Dick's Picks Vol. 5: Oakland Auditorium Arena, Oakland, CA 12/26/79",5HS80DlI8zRtS34wyS6iaR,4,711826,A,major,A major
0.562,0.21,7,-20.723,1,0.0577,0.459,1.48e-5,0.332,0.315,117.884,"Brokedown Palace - Live at Oakland Auditorium Arena, December 26, 1979",21,1QWwsuDL3GRB1pXra9vC52,"Dick's Picks Vol. 5: Oakland Auditorium Arena, Oakland, CA 12/26/79",5HS80DlI8zRtS34wyS6iaR,4,289373,G,major,G major
0.679,0.494,9,-15.46,1,0.0725,0.418,0.00828,0.862,0.644,133.189,"Around and Around - Live at Oakland Auditorium Arena, December 26, 1979",22,5dGJY7TPcXzsenIjOB2SRl,"Dick's Picks Vol. 5: Oakland Auditorium Arena, Oakland, CA 12/26/79",5HS80DlI8zRtS34wyS6iaR,4,237200,A,major,A major
0.426,0.705,9,-12.452,1,0.0863,0.151,4.44e-4,0.929,0.802,167.629,"Johnny B. Goode - Live at Oakland Auditorium Arena, December 26, 1979",23,7qbUke4hcLuVXpWbTG2fmn,"Dick's Picks Vol. 5: Oakland Auditorium Arena, Oakland, CA 12/26/79",5HS80DlI8zRtS34wyS6iaR,4,268133,A,major,A major
0.752,0.367,0,-18.223,1,0.0465,0.528,0.00366,0.179,0.782,103.196,"Shakedown Street - Live at Oakland Auditorium Arena, December 26, 1979",24,5G34d3lA8ZiQYDYFio49di,"Dick's Picks Vol. 5: Oakland Auditorium Arena, Oakland, CA 12/26/79",5HS80DlI8zRtS34wyS6iaR,4,832000,C,major,C major
0.501,0.645,9,-15.415,0,0.095,0.418,0.0112,0.777,0.697,140.343,"Uncle John's Band (2) - Live at Oakland Auditorium Arena, December 26, 1979",25,7rLzFRrSmZUBwdIatWNnvK,"Dick's Picks Vol. 5: Oakland Auditorium Arena, Oakland, CA 12/26/79",5HS80DlI8zRtS34wyS6iaR,4,174693,A,minor,A minor
0.479,0.428,4,-15.626,0,0.0463,0.802,0.00137,0.838,0.878,75.228,"Alabama Getaway - Live at Hartford Civic Center, October 14, 1983",1,1zykCC8HXdxbl597XbuQaR,"Dick's Picks Vol. 6: Hartford Civic Center, Hartford, CT 10/14/83 (Live)",0MUCSAd1FNHH0MQBEKVxm2,4,366133,E,minor,E minor
0.599,0.469,0,-15.3,1,0.0409,0.718,0.00421,0.1,0.852,154.294,"Greatest Story Ever Told - Live at Hartford Civic Center, October 14, 1983",2,7d4yeaDd5zSUK5ZGkvOHyB,"Dick's Picks Vol. 6: Hartford Civic Center, Hartford, CT 10/14/83 (Live)",0MUCSAd1FNHH0MQBEKVxm2,4,292800,C,major,C major
0.693,0.329,0,-18.492,1,0.0442,0.812,0.00316,0.146,0.752,117.992,"They Love Each Other - Live at Hartford Civic Center, October 14, 1983",3,0bIfQaBMa0uf6zOapJH6iS,"Dick's Picks Vol. 6: Hartford Civic Center, Hartford, CT 10/14/83 (Live)",0MUCSAd1FNHH0MQBEKVxm2,4,550426,C,major,C major
0.57,0.416,2,-15.643,1,0.0485,0.877,0.00108,0.491,0.84,112.506,"Mama Tried - Live at Hartford Civic Center, October 14, 1983",4,6Siq5dpGN0XDzwp3nLAbEX,"Dick's Picks Vol. 6: Hartford Civic Center, Hartford, CT 10/14/83 (Live)",0MUCSAd1FNHH0MQBEKVxm2,4,168800,D,major,D major
0.56,0.525,2,-15.059,1,0.0562,0.921,0.0161,0.128,0.774,119.224,"Big River - Live at Hartford Civic Center, October 14, 1983",5,2qmDkn7ZgAxWAKOQmFXVxS,"Dick's Picks Vol. 6: Hartford Civic Center, Hartford, CT 10/14/83 (Live)",0MUCSAd1FNHH0MQBEKVxm2,4,391266,D,major,D major
0.506,0.301,9,-15.926,1,0.0431,0.914,0.0157,0.229,0.573,155.538,"Althea - Live at Hartford Civic Center, October 14, 1983",6,1IbC4e3wvgBhRQyQPDHB2r,"Dick's Picks Vol. 6: Hartford Civic Center, Hartford, CT 10/14/83 (Live)",0MUCSAd1FNHH0MQBEKVxm2,4,529400,A,major,A major
0.427,0.353,9,-16.032,1,0.0451,0.925,0.0435,0.279,0.592,134.436,"C.C. Rider - Live at Hartford Civic Center, October 14, 1983",7,0LiGtQDTN0rPc6ZW33VTu6,"Dick's Picks Vol. 6: Hartford Civic Center, Hartford, CT 10/14/83 (Live)",0MUCSAd1FNHH0MQBEKVxm2,3,481000,A,major,A major
0.637,0.236,0,-17.305,1,0.0361,0.872,2.26e-4,0.194,0.618,115.302,"Tennessee Jed - Live at Hartford Civic Center, October 14, 1983",8,6YXPeqDIcMoGZtYJ9Rf85U,"Dick's Picks Vol. 6: Hartford Civic Center, Hartford, CT 10/14/83 (Live)",0MUCSAd1FNHH0MQBEKVxm2,4,513373,C,major,C major
0.587,0.387,4,-14.407,1,0.0467,0.895,3.77e-5,0.621,0.675,137.177,"Hell in a Bucket - Live at Hartford Civic Center, October 14, 1983",9,2ojgcVFNB9xHR9aKwOmthc,"Dick's Picks Vol. 6: Hartford Civic Center, Hartford, CT 10/14/83 (Live)",0MUCSAd1FNHH0MQBEKVxm2,4,353426,E,major,E major
0.489,0.431,9,-13.788,1,0.036,0.942,0.0407,0.203,0.458,146.865,"Keep Your Day Job - Live at Hartford Civic Center, October 14, 1983",10,2cXZlbsaU6ULa6qeA80AnP,"Dick's Picks Vol. 6: Hartford Civic Center, Hartford, CT 10/14/83 (Live)",0MUCSAd1FNHH0MQBEKVxm2,4,357666,A,major,A major
0.465,0.393,4,-16.692,1,0.0368,0.913,0.597,0.189,0.799,166.245,"Scarlet Begonias - Live at Hartford Civic Center, October 14, 1983",11,2P3BwvDTOXEyc1ltMKnapg,"Dick's Picks Vol. 6: Hartford Civic Center, Hartford, CT 10/14/83 (Live)",0MUCSAd1FNHH0MQBEKVxm2,4,860493,E,major,E major
0.544,0.39,4,-15.616,1,0.0311,0.882,0.54,0.187,0.779,154.484,"Fire on the Mountain - Live at Hartford Civic Center, October 14, 1983",12,1GWxqqEtuVgViDhwjXKee6,"Dick's Picks Vol. 6: Hartford Civic Center, Hartford, CT 10/14/83 (Live)",0MUCSAd1FNHH0MQBEKVxm2,4,996506,E,major,E major
0.494,0.239,4,-18.37,1,0.035,0.918,0.0242,0.147,0.613,136.756,"Estimated Prophet - Live at Hartford Civic Center, October 14, 1983",13,0vzM674mFp4hbyCxP5r2zz,"Dick's Picks Vol. 6: Hartford Civic Center, Hartford, CT 10/14/83 (Live)",0MUCSAd1FNHH0MQBEKVxm2,1,791453,E,major,E major
0.444,0.366,4,-18.377,1,0.0417,0.883,0.483,0.206,0.687,122.219,"Eyes of the World - Live at Hartford Civic Center, October 14, 1983",14,0VdmOUOkbcC2hOMLH7PGUL,"Dick's Picks Vol. 6: Hartford Civic Center, Hartford, CT 10/14/83 (Live)",0MUCSAd1FNHH0MQBEKVxm2,4,1073973,E,major,E major
0.394,0.239,5,-23.037,1,0.0522,0.01,0.812,0.164,0.399,86.921,"Drums - Live at Hartford Civic Center, October 14, 1983",15,6KYNwfG6F90934iCKTDjMR,"Dick's Picks Vol. 6: Hartford Civic Center, Hartford, CT 10/14/83 (Live)",0MUCSAd1FNHH0MQBEKVxm2,3,325160,F,major,F major
0.404,0.096,9,-24.332,0,0.043,0.979,0.912,0.38,0.264,91.003,"Spinach Jam - Live at Hartford Civic Center, October 14, 1983",16,7zFDhYvF63qH9vekNbpWqB,"Dick's Picks Vol. 6: Hartford Civic Center, Hartford, CT 10/14/83 (Live)",0MUCSAd1FNHH0MQBEKVxm2,4,785866,A,minor,A minor
0.396,0.433,11,-15.582,0,0.0342,0.913,0.541,0.156,0.64,97.821,"The Other One - Live at Hartford Civic Center, October 14, 1983",17,7dasl38OFqU1g8oKJryMTf,"Dick's Picks Vol. 6: Hartford Civic Center, Hartford, CT 10/14/83 (Live)",0MUCSAd1FNHH0MQBEKVxm2,3,369973,B,minor,B minor
0.382,0.141,4,-17.938,1,0.0325,0.919,0.00482,0.184,0.226,106.623,"Stella Blue - Live at Hartford Civic Center, October 14, 1983",18,3FjEEMInsRdRDa1nJhk1hs,"Dick's Picks Vol. 6: Hartford Civic Center, Hartford, CT 10/14/83 (Live)",0MUCSAd1FNHH0MQBEKVxm2,4,550266,E,major,E major
0.472,0.518,4,-13.512,1,0.0403,0.896,0.231,0.665,0.756,156.615,"Sugar Magnolia - Live at Hartford Civic Center, October 14, 1983",19,1Td8SX426Kyje5JYYh1GyR,"Dick's Picks Vol. 6: Hartford Civic Center, Hartford, CT 10/14/83 (Live)",0MUCSAd1FNHH0MQBEKVxm2,4,566226,E,major,E major
0.456,0.417,9,-15.733,1,0.038,0.921,0.149,0.674,0.835,145.936,"U.S. Blues - Live at Hartford Civic Center, October 14, 1983",20,653XFLwenABdMJSV4P0cxF,"Dick's Picks Vol. 6: Hartford Civic Center, Hartford, CT 10/14/83 (Live)",0MUCSAd1FNHH0MQBEKVxm2,4,340933,A,major,A major
0.518,0.727,7,-12.668,1,0.0534,0.306,0.622,0.909,0.902,173.774,"Bertha - Live at Jahrhundert Halle, Frankfurt, Germany, April 26, 1972",1,0M3WPbLtZM4hpBADJNbsOn,Hundred Year Hall (Live),1iZbyAj4kT1U8lXtu4t415,4,340626,G,major,G major
0.654,0.797,11,-12.429,0,0.0549,0.405,0.717,0.916,0.788,110.176,"Me and My Uncle - Live at Jahrhundert Halle, Frankfurt, Germany, April 26, 1972",2,2PcUp6JFJPfVqtIlaFcvNr,Hundred Year Hall (Live),1iZbyAj4kT1U8lXtu4t415,4,184933,B,minor,B minor
0.671,0.518,2,-11.308,1,0.0445,0.615,0.137,0.848,0.725,127.16,"Next Time You See Me - Live at Jahrhundert Halle, Frankfurt, Germany, April 26, 1972",3,5L7e86hsZbLz3z9o0C30wU,Hundred Year Hall (Live),1iZbyAj4kT1U8lXtu4t415,4,255173,D,major,D major
0.673,0.497,7,-12.792,1,0.0386,0.311,0.0523,0.357,0.734,88.975,"China Cat Sunflower - Live at Jahrhundert Halle, Frankfurt, Germany, April 26, 1972",4,5H3sNApsZTLoIgVbsUkjwR,Hundred Year Hall (Live),1iZbyAj4kT1U8lXtu4t415,4,314066,G,major,G major
0.449,0.509,7,-14.562,1,0.0419,0.447,0.183,0.706,0.611,177.002,"I Know You Rider - Live at Jahrhundert Halle, Frankfurt, Germany, April 26, 1972",5,7tjnBoqpB5PnZNQQ0zQUJl,Hundred Year Hall (Live),1iZbyAj4kT1U8lXtu4t415,4,314333,G,major,G major
0.488,0.595,9,-12.808,1,0.0395,0.458,0.062,0.708,0.518,151.258,"Jack Straw - Live at Jahrhundert Halle, Frankfurt, Germany, April 26, 1972",6,7dx2aedssEoixfq0fPg5IM,Hundred Year Hall (Live),1iZbyAj4kT1U8lXtu4t415,4,286960,A,major,A major
